Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772873215365,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.8823605,-0.2413516,-0.1293942,0.3826834,135,0.9550601,-0.2612371,-0.1400553
Trial Start,1772873222514,0,1,-0.1000121,1.099742,0.2999842,1.144301,0.007860784,0.0001029121,-0.005100657,0.9999561,1.073367,0.8392124,0.01098683,-0.5445429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2000121,0.0002584457,1.576543E-05,0.2000123,0.8780692,-0.2448639,-0.1294246,0.3902378,134.0614,0.9536827,-0.26595,-0.1405698
Grab,1772873222515,0,1,-0.1000121,1.099742,0.2999842,1.144301,0.007860784,0.0001029121,-0.005100657,0.9999561,1.073367,0.8392124,0.01098683,-0.5445429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2000121,0.0002584457,1.576543E-05,0.2000123,0.8780692,-0.2448639,-0.1294246,0.3902378,134.0614,0.9536827,-0.26595,-0.1405698
Release,1772873223319,0.8051266,1,-0.1087051,1.089454,0.2787321,1.129786,0.2811291,0.09533031,-0.1918975,0.9354432,41.40026,0.7953251,0.2696931,-0.5428855,0.116523,-0.09896369,0.004098793,0.1529321,0.3366528,0.9027559,0.09865695,0.2489248,151.1722,0.3475941,0.9320956,0.1018633,-0.1876255,0.2188343,-0.02304545,0.2891762,-0.3647497,-0.01336157,0.3807953,0.8495729,63.66951,-0.6915063,-0.02533137,0.7219262,0.2087051,0.01054645,0.02126792,0.2100509,0.6591647,-0.3951984,-0.1995716,0.6078581,105.1304,0.8301345,-0.4977023,-0.2513352
Grab,1772873223639,1.125007,1,-0.1086211,1.089078,0.278892,1.129455,0.2878166,0.09962743,-0.1899531,0.9333562,42.07163,0.801826,0.2775512,-0.5291888,0.116523,-0.09896369,0.004098793,0.1529321,0.3366528,0.9027559,0.09865695,0.2489248,151.1722,0.3475941,0.9320956,0.1018633,-0.1876255,0.2188343,-0.02304545,0.2891762,-0.3647497,-0.01336157,0.3807953,0.8495729,63.66951,-0.6915063,-0.02533137,0.7219262,0.2086211,0.01092243,0.021108,0.2099705,0.6546773,-0.3937581,-0.2054513,0.6116716,104.5791,0.8275408,-0.4977275,-0.2596995
Release,1772873223653,1.138725,1,-0.108592,1.088558,0.2789407,1.128964,0.2895146,0.1024756,-0.181945,0.9341178,41.82784,0.8110449,0.2870746,-0.5097001,0.1203231,-0.06832584,0.01972653,0.1397684,0.2798136,0.8786848,-0.3487746,0.1672535,160.7437,0.2838114,0.8912389,-0.3537576,-0.1887202,0.2197427,-0.02889703,0.2910965,-0.3673929,-0.005839282,0.3871537,0.8456361,64.51969,-0.6883113,-0.01093991,0.725333,0.208592,0.01144159,0.02105933,0.2099643,0.6562637,-0.3877461,-0.2115373,0.6117376,104.5695,0.8295997,-0.4901597,-0.2674097
Grab,1772873223666,1.153446,1,-0.1084774,1.088128,0.2789805,1.128548,0.3007179,0.1034783,-0.1816213,0.9305239,42.96673,0.8211151,0.2825493,-0.49592,0.1203231,-0.06832584,0.01972653,0.1397684,0.2798136,0.8786848,-0.3487746,0.1672535,160.7437,0.2838114,0.8912389,-0.3537576,-0.1887202,0.2197427,-0.02889703,0.2910965,-0.3673929,-0.005839282,0.3871537,0.8456361,64.51969,-0.6883113,-0.01093991,0.725333,0.2084774,0.01187217,0.02101949,0.2098704,0.6487536,-0.3855272,-0.2147849,0.6199638,103.373,0.8268269,-0.4913487,-0.2737402
Release,1772873224389,1.875654,1,-0.09035899,1.099673,0.2673966,1.135318,0.7058142,-0.04991394,-0.172394,0.6852849,93.48398,0.9691586,-0.06853718,-0.2367154,0.1101484,-0.07714085,0.02307714,0.1364402,0.430676,0.7219915,-0.536449,0.07395256,171.5179,0.4318585,0.7239739,-0.5379219,-0.1781017,0.229729,-0.05322116,0.2955133,0.080782,0.1607131,0.4040451,0.8968797,52.49819,0.1826513,0.3633786,0.9135617,0.190359,0.0003269911,0.03260338,0.1931311,0.2994159,-0.2070787,-0.1490069,0.9193833,46.32784,0.7611691,-0.5264315,-0.3788025
Grab,1772873224709,2.195161,1,-0.0906563,1.097407,0.2648729,1.132554,0.7452624,-0.01882584,-0.2080551,0.6332003,101.4267,0.9628864,-0.02432317,-0.2688093,0.1101484,-0.07714085,0.02307714,0.1364402,0.430676,0.7219915,-0.536449,0.07395256,171.5179,0.4318585,0.7239739,-0.5379219,-0.1781017,0.229729,-0.05322116,0.2955133,0.080782,0.1607131,0.4040451,0.8968797,52.49819,0.1826513,0.3633786,0.9135617,0.1906563,0.002593279,0.0351271,0.1938826,0.2257329,-0.2327665,-0.1655723,0.9313702,42.70119,0.6200194,-0.6393387,-0.4547768
Release,1772873225598,3.08577,1,-0.0939524,1.111815,0.2462447,1.142627,0.8721614,0.05778608,-0.3220761,0.3636786,137.3474,0.9362733,0.06203388,-0.3457516,0.1174925,-0.07959165,0.03858388,0.1470647,0.2324259,0.445205,-0.7923453,-0.3463519,220.5287,0.2477611,0.4745792,-0.8446236,-0.1740688,0.2124278,-0.07006518,0.2834337,0.3509346,0.3060262,0.09791974,0.879548,56.82424,0.7375516,0.6431686,0.2057958,0.1939524,-0.01181495,0.05375534,0.2016104,-0.09807685,-0.2812227,-0.1852905,0.9364626,41.06853,-0.2796065,-0.8017355,-0.5282431
