Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772870933232,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.3399951,-0.7706267,0.3795935,0.3826834,135,-0.368008,-0.8341204,0.4108691
Trial Start,1772870936258,0,1,-0.1055973,1.086052,0.2858263,1.127988,0.05921144,0.02773296,0.04626621,0.996787,9.188372,0.7392389,0.3462385,0.5776211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2055973,0.0139482,0.01417369,0.2065567,-0.3153807,-0.8169702,0.3244677,0.3575128,138.1049,-0.3376999,-0.8747864,0.3474301
Grab,1772870936258,0,1,-0.1055973,1.086052,0.2858263,1.127988,0.05921144,0.02773296,0.04626621,0.996787,9.188372,0.7392389,0.3462385,0.5776211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2055973,0.0139482,0.01417369,0.2065567,-0.3153807,-0.8169702,0.3244677,0.3575128,138.1049,-0.3376999,-0.8747864,0.3474301
Release,1772870937035,0.7777466,1,-0.0560762,1.121098,0.2650062,1.153357,-0.2710092,0.1580925,-0.170246,0.9341184,41.82764,-0.7592074,0.4428815,-0.4769285,0.1109319,-0.07328323,0.01111211,0.1334159,0.3743372,0.8329057,0.2064925,0.3514268,138.8508,0.3998409,0.8896518,0.2205608,0.05907375,-0.5134914,0.20464,0.5559142,-0.3532669,0.03318356,0.8945109,-0.2719408,211.5596,-0.3671014,0.03448308,0.9295415,0.1560762,-0.02109754,0.03499383,0.1613365,-0.2850702,-0.6195998,0.6823332,0.2631588,149.4848,-0.2954853,-0.6422371,0.7072625
Grab,1772870937842,1.58464,1,-0.0560762,1.121098,0.2650062,1.153357,-0.2710092,0.1580925,-0.170246,0.9341184,41.82763,-0.7592075,0.4428816,-0.4769286,0.1109319,-0.07328323,0.01111211,0.1334159,0.3743372,0.8329057,0.2064925,0.3514268,138.8508,0.3998409,0.8896518,0.2205608,0.05907375,-0.5134914,0.20464,0.5559142,-0.3532669,0.03318356,0.8945109,-0.2719408,211.5596,-0.3671014,0.03448308,0.9295415,0.1560762,-0.02109754,0.03499383,0.1613365,-0.2850702,-0.6195998,0.6823332,0.2631589,149.4848,-0.2954853,-0.6422371,0.7072624
Release,1772870938621,2.36326,1,-0.0571059,1.093557,0.2344517,1.119864,-0.3298371,-0.5164796,0.01348277,0.7901105,75.60831,-0.5381015,-0.8425931,0.02199601,0.1129784,-0.07372492,0.02466704,0.137142,0.04131008,0.5762777,0.02805714,0.815727,70.6814,0.0714167,0.9962664,0.04850507,0.1620124,-0.4999848,0.04813995,0.5277786,0.3101677,0.09757853,0.9078078,-0.2648763,210.7192,0.3216565,0.1011929,0.9414335,0.1571059,0.006443262,0.06554833,0.1703536,-0.3280726,-0.2906122,0.373342,0.817636,70.30231,-0.5698323,-0.5047669,0.648461
Grab,1772870939512,3.253052,1,-0.0571059,1.093557,0.2344517,1.119864,-0.3298371,-0.5164796,0.01348277,0.7901105,75.60831,-0.5381015,-0.8425931,0.02199601,0.1129784,-0.07372492,0.02466704,0.137142,0.04131008,0.5762777,0.02805714,0.815727,70.6814,0.0714167,0.9962664,0.04850507,0.1620124,-0.4999848,0.04813995,0.5277786,0.3101677,0.09757853,0.9078078,-0.2648763,210.7192,0.3216565,0.1011929,0.9414335,0.1571059,0.006443262,0.06554833,0.1703536,-0.3280726,-0.2906122,0.373342,0.817636,70.30231,-0.5698323,-0.5047669,0.648461
Release,1772870939775,3.51717,1,-0.0485441,1.117136,0.2391269,1.143473,-0.430695,-0.6615949,0.0805436,0.6085284,105.0337,-0.5427569,-0.8337343,0.1015001,0.1332495,-0.0709732,0.03425072,0.1548087,-0.02929448,0.1328073,0.1616196,0.9774371,24.38851,-0.1386873,0.6287426,0.7651473,0.1565797,-0.5042931,0.1369894,0.5455226,0.6008383,0.1025792,0.767869,-0.1970992,202.7348,0.6128604,0.1046317,0.7832332,0.1485441,-0.01713574,0.06087312,0.1614451,-0.2311449,-0.0796622,0.3071368,0.9197244,46.22835,-0.5888072,-0.2029276,0.7823852
Grab,1772870940220,3.962398,1,-0.0485441,1.117136,0.2391269,1.143473,-0.430695,-0.6615949,0.0805436,0.6085284,105.0337,-0.5427569,-0.8337343,0.1015001,0.1332495,-0.0709732,0.03425072,0.1548087,-0.02929448,0.1328073,0.1616196,0.9774371,24.38851,-0.1386873,0.6287426,0.7651473,0.1565797,-0.5042931,0.1369894,0.5455226,0.6008383,0.1025792,0.767869,-0.1970992,202.7348,0.6128604,0.1046317,0.7832332,0.1485441,-0.01713574,0.06087312,0.1614451,-0.2311449,-0.0796622,0.3071368,0.9197244,46.22835,-0.5888072,-0.2029276,0.7823852
Release,1772870944025,7.767296,1,0.09102381,1.119545,0.2928291,1.160782,-0.1740503,-0.7190723,0.4119814,0.5318956,115.7327,-0.2055364,-0.8491544,0.4865099,0.1403225,-0.07499647,0.02678476,0.1613453,0.06068798,0.03980805,0.02268257,0.9971048,8.722057,0.7980986,0.5235098,0.2982952,0.01024224,-0.5854298,0.1739909,0.6108239,0.710339,0.3729721,0.4841492,-0.3491557,220.8714,0.7580469,0.3980217,0.5166658,0.008976191,-0.01954448,0.007170945,0.02267115,-0.06970704,-0.2087193,-0.06610753,0.9732456,26.56673,-0.3033811,-0.9083944,-0.2877153
