Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772888431849,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.7385913,0.3585335,-0.4236627,0.3826833,135,0.7994455,0.3880739,-0.4585692
Trial Start,1772888434612,0,1,-0.09829191,1.068038,0.3130068,1.117291,-0.1227732,-0.01851823,0.02015214,0.9920573,14.45237,-0.9760427,-0.1472193,0.1602088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1982919,0.03196216,-0.01300684,0.2012721,0.7803285,0.3256422,-0.4583505,0.2737875,148.2205,0.8113292,0.3385792,-0.4765597
Grab_left,1772888434614,0,1,-0.09829191,1.068038,0.3130068,1.117291,-0.1227732,-0.01851823,0.02015214,0.9920573,14.45237,-0.9760427,-0.1472193,0.1602088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1982919,0.03196216,-0.01300684,0.2012721,0.7803285,0.3256422,-0.4583505,0.2737875,148.2205,0.8113292,0.3385792,-0.4765597
Release_left,1772888434679,0.0401192,1,-0.09854102,1.064408,0.3132759,1.113919,-0.251034,0.0003742186,0.05620046,0.9663454,29.81366,-0.9758441,0.0014547,0.218468,0.3169635,-0.0493786,0.1150292,0.340787,0.4095099,0.7602989,-0.08805196,0.4964819,120.465,0.4717599,0.8758727,-0.1014368,-0.1608047,0.05399828,0.02293069,0.1711718,-0.4463112,0.2047268,0.8256046,0.2779756,147.7212,-0.4646229,0.2131266,0.8594782,0.198541,0.0355922,-0.01327586,0.2021425,0.7894925,0.2814794,-0.521192,0.1607169,161.503,0.7998908,0.2851867,-0.5280565
Grab,1772888439114,4.548105,1,-0.09653158,1.06784,0.3126666,1.116853,-0.1220971,-0.02921388,-0.043182,0.9911479,15.25846,-0.9196687,-0.220047,-0.3252587,0.3169635,-0.0493786,0.1150292,0.340787,0.4095099,0.7602989,-0.08805196,0.4964819,120.465,0.4717599,0.8758727,-0.1014368,-0.1608047,0.05399828,0.02293069,0.1711718,-0.4463112,0.2047268,0.8256046,0.2779756,147.7212,-0.4646229,0.2131266,0.8594782,0.1965316,0.03216016,-0.01266655,0.1995479,0.8066368,0.2829176,-0.4255862,0.2969364,145.4526,0.8447368,0.2962807,-0.4456879
Release,1772888440170,5.604992,1,-0.01136045,1.119569,0.2308649,1.14318,0.2851278,0.03290434,-0.03006,0.9574528,33.5471,0.9880037,0.1140177,-0.1041617,0.1425135,-0.1010517,0.01442283,0.1752985,0.611383,0.7540166,0.234992,0.04948469,174.3271,0.6121329,0.7549415,0.2352802,-0.2250554,0.1949427,0.08701184,0.3101994,-0.05131175,-0.1016954,0.6370012,0.7624006,80.64742,-0.07929429,-0.1571544,0.9843857,0.1113605,-0.01956868,0.06913507,0.1325283,0.5948899,0.429283,-0.3162086,0.6015268,106.0414,0.7446803,0.5373743,-0.3958284
Grab,1772888440908,6.342605,1,-0.01148093,1.119371,0.2320018,1.143219,0.3290462,0.04163127,-0.008354943,0.9433587,38.75303,0.9917765,0.1254806,-0.02518259,0.1425135,-0.1010517,0.01442283,0.1752985,0.611383,0.7540166,0.234992,0.04948469,174.3271,0.6121329,0.7549415,0.2352802,-0.2250554,0.1949427,0.08701184,0.3101994,-0.05131175,-0.1016954,0.6370012,0.7624006,80.64742,-0.07929429,-0.1571544,0.9843857,0.1114809,-0.01937115,0.06799819,0.1320113,0.5561939,0.4555278,-0.3092431,0.6225042,103.0015,0.7106853,0.5820576,-0.39514
Release,1772888441561,6.99496,1,0.02738429,1.093024,0.230913,1.117485,0.8624578,0.1992376,-0.1283538,0.4472096,126.8704,0.9642549,0.2227539,-0.1435036,0.1261055,-0.1052013,0.01958415,0.1653888,0.4575113,0.6352518,-0.3334839,-0.5252877,243.3752,0.5376636,0.7465429,-0.3919077,-0.205774,0.2518859,0.08198541,0.3354267,0.3841538,0.5018611,0.3758033,0.6777413,94.66522,0.5224447,0.6825252,0.5110881,0.07261571,0.006976128,0.06908704,0.1004725,-0.03813348,0.3546849,0.02171769,0.9339555,41.87991,-0.1067001,0.9924329,0.06076759
Grab,1772888442422,7.856366,1,0.02501909,1.09252,0.2286397,1.116468,0.8023853,0.3514313,-0.08928246,0.4740282,123.4078,0.9112737,0.3991225,-0.1013986,0.1261055,-0.1052013,0.01958415,0.1653888,0.4575113,0.6352518,-0.3334839,-0.5252877,243.3752,0.5376636,0.7465429,-0.3919077,-0.205774,0.2518859,0.08198541,0.3354267,0.3841538,0.5018611,0.3758033,0.6777413,94.66522,0.5224447,0.6825252,0.5110881,0.07498091,0.007480264,0.07136032,0.1037805,-0.07382393,0.3094656,-0.1385432,0.937863,40.60857,-0.2127455,0.8918168,-0.3992534
Release,1772888443019,8.453949,1,0.04918864,1.097529,0.2119968,1.118898,0.9402735,0.1070284,-0.01329397,0.3228838,142.3252,0.993486,0.1130854,-0.01404631,0.1211399,-0.09060923,0.03771689,0.1559085,0.5070187,0.3339906,-0.586582,-0.5360075,244.8245,0.6005813,0.3956234,-0.6948267,-0.1993012,0.2795698,0.03680548,0.345304,0.4453691,0.581857,0.3726279,0.5694184,110.5806,0.5417801,0.707814,0.4532923,0.05081137,0.002470613,0.0880032,0.1016487,-0.1619254,0.4633467,0.1263629,0.8620455,60.90593,-0.3194862,0.9142039,0.2493196
