Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772940634081,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.2176102,-0.8190396,0.3679312,0.3826833,135,0.2355396,-0.8865221,0.3982458
Trial Start,1772940635712,0,1,-0.100851,1.098262,0.2983009,1.142512,0.08321353,0.01978886,-0.0621018,0.994398,12.13507,0.7872578,0.1872164,-0.5875261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.200851,0.001738429,0.00169912,0.2008657,0.1409638,-0.8661551,0.3171739,0.3595906,137.8499,0.1510688,-0.9282452,0.3399104
Grab,1772940635713,0,1,-0.100851,1.098262,0.2983009,1.142512,0.08321353,0.01978886,-0.0621018,0.994398,12.13507,0.7872578,0.1872164,-0.5875261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.200851,0.001738429,0.00169912,0.2008657,0.1409638,-0.8661551,0.3171739,0.3595906,137.8499,0.1510688,-0.9282452,0.3399104
Release,1772940635724,0,1,-0.100851,1.098262,0.2983009,1.142512,0.08321353,0.01978886,-0.0621018,0.994398,12.13507,0.7872578,0.1872164,-0.5875261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.200851,0.001738429,0.00169912,0.2008657,0.1409638,-0.8661551,0.3171739,0.3595906,137.8499,0.1510688,-0.9282452,0.3399104
Grab,1772940637703,2.02069,1,-0.1078252,1.095642,0.2965943,1.140187,0.1538129,-0.1348736,-0.05164548,0.9774884,24.36065,0.7290083,-0.639244,-0.2447778,0.1254396,-0.0780006,0.02975127,0.1506796,0.559074,0.730844,-0.2981475,0.2537943,150.5957,0.5779987,0.7555831,-0.3082398,-0.303744,0.1519209,-0.1490493,0.3708856,-0.2161305,0.02213962,0.6393559,0.7375781,84.94896,-0.3200693,0.03278672,0.9468268,0.2078252,0.004357576,0.00340569,0.2078988,0.06192591,-0.816819,0.2827833,0.4990046,120.1317,0.07145853,-0.9425567,0.3263138
Release,1772940638620,2.936915,1,-0.08111138,1.092176,0.2915239,1.13332,0.3655599,-0.528567,-0.4178586,0.642166,100.093,0.4768802,-0.6895261,-0.5451049,0.1138825,-0.1000448,0.03151079,0.1548261,0.4042944,0.690662,-0.4806469,0.358484,137.9857,0.4330786,0.7398345,-0.5148671,-0.3024975,0.1451826,-0.1742427,0.3780784,0.3225176,-0.2576149,0.3787155,0.8283668,68.13734,0.5757329,-0.4598737,0.676053,0.1811114,0.007823586,0.008476138,0.1814783,-0.5368708,-0.5491168,0.2117939,0.6044699,105.6186,-0.6739292,-0.6893015,0.265863
Grab,1772940639399,3.71599,1,-0.08429542,1.089567,0.2899329,1.130629,0.3827821,-0.5086133,-0.3819937,0.6699785,95.86919,0.5156144,-0.6851114,-0.5145524,0.1336879,-0.06570943,0.03022791,0.1519997,0.0529612,0.5030249,-0.8196872,0.2688385,148.8097,0.05498547,0.5222515,-0.8510171,-0.3017391,0.1398463,-0.1777817,0.3771072,0.3160948,-0.2119057,0.4290427,0.8192084,69.98875,0.5511719,-0.3694983,0.7481181,0.1842954,0.01043332,0.01006714,0.1848648,-0.5006928,-0.5780643,0.1898543,0.615714,103.9924,-0.6354215,-0.7336123,0.2409411
Release,1772940639677,3.994625,1,-0.08079946,1.101267,0.2756727,1.138118,0.8318151,-0.2405475,-0.1981695,0.4592923,125.3171,0.936428,-0.2707998,-0.2230922,0.1233333,-0.08525357,0.0404283,0.1552859,0.3040062,0.5707225,-0.7369499,-0.196878,202.7089,0.310075,0.5821157,-0.7516615,-0.3013727,0.1296575,-0.1972239,0.3827974,0.4638176,0.2881675,0.2547994,0.7980664,74.10829,0.769733,0.4782312,0.4228549,0.1807995,-0.001266599,0.02432734,0.1824332,-0.4691887,-0.6332995,-0.3841199,0.4808801,122.5142,-0.5351232,-0.7222962,-0.4380997
Grab,1772940640483,4.79942,1,-0.08168725,1.103688,0.2816939,1.141994,0.797749,-0.2707906,-0.1569137,0.5154095,117.9503,0.9309232,-0.3159958,-0.1831084,0.1208033,-0.07220127,0.02962572,0.1438198,0.499539,0.5866234,-0.5953987,-0.2276711,206.32,0.5130117,0.6024448,-0.6114568,-0.3096649,0.1280806,-0.1932229,0.3868231,0.4681887,0.3067868,0.3549952,0.748772,83.03175,0.7063507,0.4628456,0.535577,0.1816873,-0.003687859,0.01830611,0.1826444,-0.4212777,-0.6461765,-0.3447778,0.5348918,115.3269,-0.4986004,-0.7647778,-0.4080594
Release,1772940640858,5.174729,1,-0.06132757,1.096953,0.2780194,1.133297,0.6243694,-0.122677,-0.08327468,0.766928,79.84236,0.9729425,-0.1911652,-0.1297653,0.1206436,-0.08363155,0.0459132,0.1538088,0.6293913,0.4080369,-0.6313527,-0.1968921,202.7106,0.6419575,0.4161836,-0.643958,-0.301062,0.1406184,-0.2060652,0.390992,0.1655015,0.32195,0.4852355,0.7959296,74.5137,0.2733804,0.5318066,0.8015266,0.1613276,0.003047109,0.02198064,0.1628466,-0.1853864,-0.8290443,-0.170643,0.4991977,120.1061,-0.2139515,-0.9567867,-0.1969364
