Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772872541809,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.5893279,-0.6701937,0.2389278,0.3826834,135,0.6378839,-0.7254125,0.2586136
Trial Start,1772872543520,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.5893279,-0.6701937,0.2389278,0.3826834,135,0.6378839,-0.7254125,0.2586136
Grab_left,1772872543522,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.5893279,-0.6701937,0.2389278,0.3826834,135,0.6378839,-0.7254125,0.2586136
Release_left,1772872543560,0.0220156,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.2591657,-0.1532175,-0.03339419,0.3029152,0.6571246,0.5789192,0.4775336,0.07072172,171.8891,0.6587741,0.5803724,0.4787323,-0.2738496,0.08779346,0.03554631,0.2897668,-0.07598531,-0.4462828,0.5007221,0.7377909,84.91285,-0.1125659,-0.661131,0.7417783,0.2,0,0,0.2,0.5893279,-0.6701937,0.2389278,0.3826834,135,0.6378839,-0.7254125,0.2586136
Grab_left,1772872543793,0.2877091,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.2591657,-0.1532175,-0.03339419,0.3029152,0.6571246,0.5789192,0.4775336,0.07072172,171.8891,0.6587741,0.5803724,0.4787323,-0.2738496,0.08779346,0.03554631,0.2897668,-0.07598531,-0.4462828,0.5007221,0.7377909,84.91285,-0.1125659,-0.661131,0.7417783,0.2,0,0,0.2,0.5893279,-0.6701937,0.2389278,0.3826834,135,0.6378839,-0.7254125,0.2586136
Release_left,1772872543805,0.3047192,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.2087422,-0.0975476,-0.095262,0.2493265,0.6360507,0.6062303,0.4767708,0.02478136,177.16,0.636246,0.6064165,0.4769172,-0.2220031,0.04285631,0.07945858,0.2396575,-0.07721505,-0.4442378,0.5185539,0.7264934,86.81356,-0.1123662,-0.646471,0.7546184,0.2,0,0,0.2,0.5893279,-0.6701937,0.2389278,0.3826834,135,0.6378839,-0.7254125,0.2586136
Grab,1772872544834,1.326447,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.2087422,-0.0975476,-0.095262,0.2493265,0.6360507,0.6062303,0.4767708,0.02478136,177.16,0.636246,0.6064165,0.4769172,-0.2220031,0.04285631,0.07945858,0.2396575,-0.07721505,-0.4442378,0.5185539,0.7264934,86.81356,-0.1123662,-0.646471,0.7546184,0.2,0,0,0.2,0.5893279,-0.6701937,0.2389278,0.3826834,135,0.6378839,-0.7254125,0.2586136
Release,1772872544848,1.340602,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.134057,-0.06761514,0.03186341,0.1534873,0.4837973,0.7921439,-0.2318168,0.2910484,146.1585,0.5056894,0.827989,-0.2423066,-0.2302786,0.2042524,-0.0729956,0.3163474,-0.4847876,0.295276,0.6026545,0.5608927,111.7649,-0.5855712,0.3566616,0.7279417,0.2,0,0,0.2,0.5893279,-0.6701937,0.2389278,0.3826834,135,0.6378839,-0.7254125,0.2586136
Grab,1772872544932,1.423817,1,-0.09999885,1.099988,0.3000173,1.144546,0.0004406079,-8.66339E-05,-8.868586E-05,0.9999999,0.03956468,1.276137,-0.2509186,-0.2568617,0.134057,-0.06761514,0.03186341,0.1534873,0.4837973,0.7921439,-0.2318168,0.2910484,146.1585,0.5056894,0.827989,-0.2423066,-0.2302786,0.2042524,-0.0729956,0.3163474,-0.4847876,0.295276,0.6026545,0.5608927,111.7649,-0.5855712,0.3566616,0.7279417,0.1999989,1.168251E-05,-1.725554E-05,0.1999989,0.5890791,-0.6703181,0.2387175,0.3829799,134.9632,0.6376994,-0.7256435,0.2584203
Release,1772872545293,1.785365,1,-0.07182409,1.092487,0.2839743,1.131073,0.7184677,-0.08604254,-0.3281649,0.6072138,105.2234,0.9042579,-0.1082925,-0.4130259,0.101793,-0.06704527,0.03965627,0.1281777,0.3473004,0.744704,-0.5491657,-0.152367,197.5282,0.3514034,0.7535019,-0.5556535,-0.2316235,0.1858101,-0.116734,0.3190638,0.08013175,0.3737068,0.08704281,0.9199705,46.15646,0.2044242,0.953364,0.222055,0.1718241,0.007513523,0.01602569,0.1727333,-0.1575897,-0.7390825,-0.1601418,0.6350411,101.1539,-0.2040053,-0.9567679,-0.2073091
