Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772888561100,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.752985,-0.4361999,0.3103171,0.3826834,135,-0.8150251,-0.4721394,0.3358848
Trial Start,1772888562748,0,1,-0.09185793,1.051813,0.3023298,1.098249,0.08338296,-0.0767909,0.6629596,0.7400237,84.53313,0.1239746,-0.1141735,0.9856951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1918579,0.04818738,-0.002329826,0.1978305,-0.3237826,-0.8184854,-0.1182557,0.4596325,125.2732,-0.3645753,-0.9216046,-0.1331545
Grab,1772888562749,0,1,-0.09185793,1.051813,0.3023298,1.098249,0.08338296,-0.0767909,0.6629596,0.7400237,84.53313,0.1239746,-0.1141735,0.9856951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1918579,0.04818738,-0.002329826,0.1978305,-0.3237826,-0.8184854,-0.1182557,0.4596325,125.2732,-0.3645753,-0.9216046,-0.1331545
Release,1772888562751,0,1,-0.09185793,1.051813,0.3023298,1.098249,0.08338296,-0.0767909,0.6629596,0.7400237,84.53313,0.1239746,-0.1141735,0.9856951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1918579,0.04818738,-0.002329826,0.1978305,-0.3237826,-0.8184854,-0.1182557,0.4596325,125.2732,-0.3645753,-0.9216046,-0.1331545
Grab,1772888564486,1.750256,1,-0.09203856,1.049784,0.3041986,1.096838,0.1028509,-0.1431294,0.6233848,0.7617921,80.75512,0.1587642,-0.2209395,0.9622785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1920386,0.05021644,-0.004198551,0.19854,-0.3854725,-0.7788361,-0.1547997,0.46996,123.9366,-0.4367031,-0.882346,-0.1753732
Release,1772888565180,2.453528,1,-0.01115502,1.064377,0.2770728,1.099906,0.09856453,-0.5264034,0.7260009,0.4314016,128.8869,0.1092539,-0.5834923,0.8047363,0.1164661,-0.09459139,0.0329823,0.153622,0.9475335,-0.2561584,-0.1505088,0.1179416,166.4534,0.9541934,-0.2579588,-0.1515667,-0.1497724,0.294771,-0.0451568,0.3337077,-0.01402574,-0.3316032,0.9281575,-0.1684235,199.3923,-0.01422901,-0.3364089,0.9416085,0.111155,0.03562284,0.02292719,0.1189541,-0.2092284,-0.5639855,-0.583325,0.5457802,113.844,-0.2496972,-0.6730711,-0.6961513
Grab,1772888565194,2.461166,1,-0.01004006,1.06479,0.2777587,1.100467,0.08412697,-0.5394947,0.7418568,0.3892516,134.1841,0.09133004,-0.585687,0.8053755,0.1164661,-0.09459139,0.0329823,0.153622,0.9475335,-0.2561584,-0.1505088,0.1179416,166.4534,0.9541934,-0.2579588,-0.1515667,-0.1497724,0.294771,-0.0451568,0.3337077,-0.01402574,-0.3316032,0.9281575,-0.1684235,199.3923,-0.01422901,-0.3364089,0.9416085,0.1100401,0.03521001,0.02224129,0.1176573,-0.1691112,-0.5480489,-0.6060325,0.5511521,113.1078,-0.2026728,-0.6568141,-0.7263051
Release,1772888565236,2.502759,1,-0.009075921,1.065177,0.2781355,1.100929,0.08100539,-0.5499883,0.7506428,0.3570524,138.1614,0.0867217,-0.5887993,0.8036135,0.1192651,-0.100419,0.03130074,0.1590216,0.9123888,-0.3580781,-0.1670984,0.1067948,167.7388,0.9176365,-0.3601376,-0.1680595,-0.1522459,0.2975303,-0.04341932,0.3370287,-0.008211546,-0.3264496,0.9034777,-0.2776535,212.2404,-0.008547626,-0.3398104,0.940455,0.1090759,0.03482282,0.02186447,0.1165686,-0.1430949,-0.5356349,-0.6259266,0.5484843,113.4738,-0.1711332,-0.6405884,-0.7485721
Grab,1772888566073,3.337462,1,-0.01249022,1.064859,0.2795346,1.101009,0.1210575,-0.6009989,0.7298203,0.3025027,144.784,0.127008,-0.6305407,0.7656941,0.1192651,-0.100419,0.03130074,0.1590216,0.9123888,-0.3580781,-0.1670984,0.1067948,167.7388,0.9176365,-0.3601376,-0.1680595,-0.1522459,0.2975303,-0.04341932,0.3370287,-0.008211546,-0.3264496,0.9034777,-0.2776535,212.2404,-0.008547626,-0.3398104,0.940455,0.1124902,0.03514111,0.02046537,0.1196151,-0.1422594,-0.4890692,-0.6907668,0.5132397,118.2403,-0.165756,-0.5698476,-0.8048593
Release,1772888566713,3.977803,1,0.01424753,1.057149,0.2833146,1.094548,-0.3906446,-0.9041449,0.02352039,-0.1713639,199.7343,-0.3965099,-0.91772,0.02387353,0.1323019,-0.06736054,0.05012217,0.1566955,0.2080429,-0.5014445,-0.3087409,0.7809934,77.29676,0.3331142,-0.8029031,-0.4943498,-0.1694527,0.3058392,-0.02887976,0.3508359,0.2129491,-0.8001795,-0.007473121,-0.5606335,248.1992,0.257165,-0.9663254,-0.009024809,0.08575247,0.04285085,0.0166854,0.09730408,0.0082157,0.5242634,-0.5725864,0.6302581,101.8617,0.01058198,0.6752616,-0.7375026
Grab,1772888567533,4.797867,1,0.009667436,1.053769,0.2848137,1.091624,-0.4325547,-0.8248711,-0.1862996,-0.3126924,216.4431,-0.4553905,-0.8684185,-0.1961349,0.1323019,-0.06736054,0.05012217,0.1566955,0.2080429,-0.5014445,-0.3087409,0.7809934,77.29676,0.3331142,-0.8029031,-0.4943498,-0.1694527,0.3058392,-0.02887976,0.3508359,0.2129491,-0.8001795,-0.007473121,-0.5606335,248.1992,0.257165,-0.9663254,-0.009024809,0.09033257,0.04623055,0.01518628,0.1026054,0.06374874,0.7265708,-0.4581753,0.5080417,118.933,0.07401177,0.8435428,-0.5319378
Release,1772888567603,4.867524,1,0.007686771,1.055978,0.2864841,1.094176,-0.471913,-0.8122314,-0.1636943,-0.3013016,215.0716,-0.4949121,-0.8518162,-0.1716721,0.1405562,-0.06591764,0.0380118,0.1598314,-0.2425939,-0.4069228,-0.1218539,0.8721889,58.57196,-0.4959306,-0.8318655,-0.2491039,-0.1806044,0.2953623,-0.03065902,0.3475584,0.229954,-0.7624114,-0.2700022,-0.5412476,245.5372,0.2734736,-0.9067006,-0.3211011,0.09231323,0.0440222,0.01351595,0.1031618,0.08401615,0.7119572,-0.4366056,0.5435383,114.1503,0.1000926,0.8481897,-0.5201498
Grab,1772888567741,5.006625,1,0.004574313,1.058432,0.2807543,1.095044,-0.4424688,-0.8263543,-0.1135464,-0.3293434,218.4579,-0.4686126,-0.8751805,-0.1202554,0.1405562,-0.06591764,0.0380118,0.1598314,-0.2425939,-0.4069228,-0.1218539,0.8721889,58.57196,-0.4959306,-0.8318655,-0.2491039,-0.1806044,0.2953623,-0.03065902,0.3475584,0.229954,-0.7624114,-0.2700022,-0.5412476,245.5372,0.2734736,-0.9067006,-0.3211011,0.09542569,0.04156804,0.01924571,0.1058507,0.1113554,0.682696,-0.4879761,0.5323583,115.6701,0.131545,0.8064745,-0.5764502
Release,1772888568547,5.812527,1,0.004627861,1.052861,0.24168,1.080253,-0.3251993,-0.7648019,0.4016564,0.3847022,134.7495,-0.352313,-0.8285676,0.4351447,0.1470426,-0.09098852,0.01846012,0.1739001,0.2751879,-0.09919117,-0.3740156,0.8800824,56.69538,0.5795615,-0.2089023,-0.7876983,-0.1481468,0.3053813,-0.06565899,0.3457113,-0.06672822,-0.7734584,0.5573757,-0.2943502,214.2372,-0.06982147,-0.8093128,0.5832134,0.09537214,0.04713905,0.05832,0.1213225,-0.2273552,-0.07665641,-0.46836,0.8503367,63.50341,-0.4320376,-0.1456683,-0.8900133
Grab,1772888570966,8.229568,1,0.02933733,1.074717,0.2477847,1.103302,-0.08032134,-0.7851869,0.6024354,0.1187505,166.36,-0.08089374,-0.7907825,0.6067285,0.1470426,-0.09098852,0.01846012,0.1739001,0.2751879,-0.09919117,-0.3740156,0.8800824,56.69538,0.5795615,-0.2089023,-0.7876983,-0.1481468,0.3053813,-0.06565899,0.3457113,-0.06672822,-0.7734584,0.5573757,-0.2943502,214.2372,-0.06982147,-0.8093128,0.5832134,0.07066267,0.02528262,0.05221529,0.0914268,-0.03955439,-0.1800206,-0.7498896,0.6353691,101.1053,-0.05122241,-0.2331243,-0.9710971
Release,1772888572090,9.35519,1,0.03696688,1.060458,0.2510902,1.090405,-0.559722,-0.7708962,-0.02405317,0.3030707,144.7157,-0.587346,-0.8089423,-0.02524027,0.1098875,-0.07545606,0.03289364,0.1372984,-0.06633646,0.1293805,-0.4344462,0.8888851,54.53304,-0.1447982,0.2824098,-0.9483027,-0.1842758,0.32087,-0.1132604,0.3869665,-0.004054801,-0.9562646,0.1450893,-0.2539504,209.4228,-0.004192233,-0.988676,0.1500069,0.06303313,0.0395422,0.04890978,0.08904453,-0.2637256,0.3546128,-0.2330698,0.8662431,59.95009,-0.5278496,0.7097611,-0.4664917
Grab,1772888572104,9.368423,1,0.03682681,1.060522,0.2511677,1.090481,-0.5650051,-0.7641376,-0.02383064,0.3103144,143.8436,-0.5943456,-0.803819,-0.02506816,0.1098875,-0.07545606,0.03289364,0.1372984,-0.06633646,0.1293805,-0.4344462,0.8888851,54.53304,-0.1447982,0.2824098,-0.9483027,-0.1842758,0.32087,-0.1132604,0.3869665,-0.004054801,-0.9562646,0.1450893,-0.2539504,209.4228,-0.004192233,-0.988676,0.1500069,0.06317319,0.03947794,0.04883233,0.08907276,-0.2649638,0.3503386,-0.2235136,0.8701142,59.05617,-0.5376154,0.710842,-0.4535123
Release,1772888572145,9.412232,1,0.0362563,1.060225,0.2513634,1.090218,-0.5664466,-0.7559986,-0.03058992,0.3266019,141.8747,-0.5993116,-0.7998613,-0.03236473,0.1092084,-0.07588439,0.03135219,0.1366304,-0.0466617,0.1581567,-0.4459586,0.8797329,56.77966,-0.09813846,0.3326337,-0.9379358,-0.1858806,0.3193546,-0.1124336,0.3862386,-0.02367708,-0.9627899,0.1481305,-0.2247941,205.9815,-0.02429898,-0.9880785,0.1520213,0.0637437,0.03977454,0.04863665,0.08950305,-0.2770992,0.3456562,-0.2091152,0.8717848,58.66658,-0.5656366,0.7055807,-0.4268624
Grab,1772888572201,9.468043,1,0.03598606,1.059166,0.2488058,1.088592,-0.5636782,-0.7584724,-0.02423125,0.326189,141.9247,-0.5962928,-0.8023579,-0.02563328,0.1092084,-0.07588439,0.03135219,0.1366304,-0.0466617,0.1581567,-0.4459586,0.8797329,56.77966,-0.09813846,0.3326337,-0.9379358,-0.1858806,0.3193546,-0.1124336,0.3862386,-0.02367708,-0.9627899,0.1481305,-0.2247941,205.9815,-0.02429898,-0.9880785,0.1520213,0.06401394,0.04083395,0.05119419,0.09157533,-0.2758417,0.341136,-0.2147471,0.8725945,58.47688,-0.5647343,0.6984121,-0.4396545
Release,1772888572326,9.590779,1,0.03950536,1.053423,0.2434547,1.081911,-0.4934332,-0.8317658,-0.01065635,0.2541176,150.5574,-0.5101808,-0.8599966,-0.01101804,0.1220026,-0.07923478,0.03121084,0.1487848,-0.1155182,0.08279814,-0.4897718,0.8601882,61.32456,-0.2265166,0.1623567,-0.9603806,-0.1784985,0.324061,-0.1114666,0.3863962,0.08411182,-0.937495,0.1671169,-0.2934285,214.1267,0.08798483,-0.9806628,0.174812,0.06049464,0.04657698,0.05654536,0.09500734,-0.2652774,0.3686018,-0.3281367,0.8283037,68.15024,-0.4734735,0.6578892,-0.5856661
Grab,1772888573284,10.54896,1,0.0345454,1.051754,0.2357437,1.078404,-0.4991734,-0.8522773,-0.1029511,0.1176881,166.4826,-0.5026667,-0.8582416,-0.1036715,0.1220026,-0.07923478,0.03121084,0.1487848,-0.1155182,0.08279814,-0.4897718,0.8601882,61.32456,-0.2265166,0.1623567,-0.9603806,-0.1784985,0.324061,-0.1114666,0.3863962,0.08411182,-0.937495,0.1671169,-0.2934285,214.1267,0.08798483,-0.9806628,0.174812,0.0654546,0.04824579,0.06425636,0.103638,-0.2069754,0.5072395,-0.3480943,0.7607232,80.94404,-0.3188767,0.7814786,-0.5362915
Release,1772888573854,11.11831,1,0.0854824,1.064566,0.2320161,1.092905,-0.7176751,-0.6773764,-0.1221324,0.1057707,167.8569,-0.7217236,-0.6811975,-0.1228214,0.1033372,-0.06996513,0.05260716,0.1354298,-0.2318453,0.1081503,-0.09724694,0.9618183,31.76779,-0.8471129,0.3951579,-0.3553194,-0.2029959,0.358474,-0.1524326,0.4392569,-0.01988131,-0.9461872,-0.09190238,-0.309659,216.0774,-0.02090904,-0.9950985,-0.0966531,0.0145176,0.03543353,0.06798394,0.07802635,-0.06847698,0.5277543,-0.117444,0.838447,66.04703,-0.1256497,0.9683864,-0.2155002
Grab,1772888575268,12.53297,1,0.0913706,1.085279,0.2707432,1.122266,-0.4502141,-0.7756956,0.09836239,0.4311942,128.9133,-0.4989854,-0.859726,0.1090179,0.1033372,-0.06996513,0.05260716,0.1354298,-0.2318453,0.1081503,-0.09724694,0.9618183,31.76779,-0.8471129,0.3951579,-0.3553194,-0.2029959,0.358474,-0.1524326,0.4392569,-0.01988131,-0.9461872,-0.09190238,-0.309659,216.0774,-0.02090904,-0.9950985,-0.0966531,0.008629404,0.01472116,0.02925682,0.03386946,-0.3501992,0.1744027,-0.2915386,0.8728972,58.40584,-0.7177624,0.3574528,-0.5975325
Release,1772888577534,14.79776,1,0.09666952,1.098489,0.2979696,1.142282,-0.6893694,-0.5123879,0.2978243,0.4165683,130.7638,-0.7582951,-0.5636183,0.3276019,0.1127214,-0.06953821,0.03400641,0.136741,0.06638695,0.2878028,-0.2062137,0.9328657,42.22798,0.1842932,0.7989535,-0.5724587,-0.3188538,0.2987844,-0.2182569,0.4884423,-0.2808875,-0.8147245,0.3546034,-0.3627435,222.5376,-0.3014172,-0.8742719,0.380521,0.003330477,0.001511455,0.002030373,0.004183178,-0.07895118,0.004041172,-0.0698217,0.9944221,12.10887,-0.7485421,0.03831465,-0.6619848
Grab,1772888578213,15.47832,1,0.1020774,1.100997,0.2951218,1.144426,-0.7134782,-0.4770868,0.3057566,0.4121287,131.3227,-0.7830734,-0.5236235,0.3355811,0.1127214,-0.06953821,0.03400641,0.136741,0.06638695,0.2878028,-0.2062137,0.9328657,42.22798,0.1842932,0.7989535,-0.5724587,-0.3188538,0.2987844,-0.2182569,0.4884423,-0.2808875,-0.8147245,0.3546034,-0.3627435,222.5376,-0.3014172,-0.8742719,0.380521,-0.002077386,-0.0009969473,0.004878193,0.005395017,-0.05196768,-0.006022946,-0.03713747,0.9979399,7.356784,-0.8100199,-0.09387964,-0.5788617
On Target,1772888578214,15.4915,1,0.1022379,1.101007,0.2953733,1.144515,-0.7148188,-0.4770254,0.3089752,0.4074497,131.9105,-0.7827389,-0.5223511,0.3383331,0.1127214,-0.06953821,0.03400641,0.136741,0.06638695,0.2878028,-0.2062137,0.9328657,42.22798,0.1842932,0.7989535,-0.5724587,-0.3188538,0.2987844,-0.2182569,0.4884423,-0.2808875,-0.8147245,0.3546034,-0.3627435,222.5376,-0.3014172,-0.8742719,0.380521,-0.002237916,-0.001007438,0.004626691,0.005237315,-0.0465084,-0.006012951,-0.03919024,0.9981307,7.007616,-0.7610019,-0.09838798,-0.6412572
Off Target,1772888578255,15.52206,1,0.1028664,1.101161,0.2967099,1.145065,-0.722723,-0.463848,0.3340743,0.3884724,134.281,-0.7843235,-0.5033836,0.3625488,0.1226405,-0.07323238,0.02522771,0.1450521,0.1002628,0.268925,-0.1343878,0.9484549,36.95257,0.3163741,0.848579,-0.4240538,-0.3238344,0.3008525,-0.2282094,0.497454,-0.3240057,-0.7932711,0.3370729,-0.3900298,225.9127,-0.3518733,-0.8615,0.3660644,-0.00286644,-0.00116086,0.003290087,0.00451539,-0.01415656,-0.01922438,-0.04131399,0.998861,5.469899,-0.2966863,-0.402895,-0.8658382
Release,1772888578255,15.52206,1,0.1028664,1.101161,0.2967099,1.145065,-0.722723,-0.463848,0.3340743,0.3884724,134.281,-0.7843235,-0.5033836,0.3625488,0.1226405,-0.07323238,0.02522771,0.1450521,0.1002628,0.268925,-0.1343878,0.9484549,36.95257,0.3163741,0.848579,-0.4240538,-0.3238344,0.3008525,-0.2282094,0.497454,-0.3240057,-0.7932711,0.3370729,-0.3900298,225.9127,-0.3518733,-0.8615,0.3660644,-0.00286644,-0.00116086,0.003290087,0.00451539,-0.01415656,-0.01922438,-0.04131399,0.998861,5.469899,-0.2966863,-0.402895,-0.8658382
Grab,1772888579423,16.68732,1,0.09796405,1.097796,0.3013695,1.142618,-0.7370756,-0.4090892,0.4041141,0.3550458,138.4075,-0.7884435,-0.4375992,0.4322774,0.1226405,-0.07323238,0.02522771,0.1450521,0.1002628,0.268925,-0.1343878,0.9484549,36.95257,0.3163741,0.848579,-0.4240538,-0.3238344,0.3008525,-0.2282094,0.497454,-0.3240057,-0.7932711,0.3370729,-0.3900298,225.9127,-0.3518733,-0.8615,0.3660644,0.002035953,0.002203941,-0.001369536,0.003298195,0.06404959,-0.07388399,-0.03099673,0.9947251,11.77512,0.6244078,-0.7202815,-0.3021815
On Target,1772888579464,16.74497,1,0.09802403,1.097381,0.3001632,1.141907,-0.7386839,-0.4175383,0.3871294,0.3607476,137.7078,-0.7920155,-0.4476838,0.4150794,0.123502,-0.07143366,0.03076546,0.1459522,0.129854,0.08318945,0.159922,0.975009,25.67251,0.584492,0.374448,0.7198324,-0.3277771,0.2671784,-0.2595274,0.4961618,-0.3551463,-0.7305623,0.3573458,-0.4609272,234.8939,-0.4001928,-0.8232263,0.4026713,0.001975968,0.00261879,-0.0001631975,0.003284683,0.05034104,-0.05984948,-0.02838809,0.996533,9.544823,0.605076,-0.719363,-0.3412117
Trial End,1772888580452,17.73055,1,0.0960588,1.097094,0.2977389,1.140829,-0.7706457,-0.4604943,0.2394676,0.3697369,136.6012,-0.8294215,-0.4956154,0.2577314,0.1201962,-0.07656985,0.03028276,0.1456953,0.07644337,0.1615694,0.09713525,0.9790897,23.47511,0.3757741,0.7942294,0.4774895,-0.3173412,0.2658314,-0.2720141,0.4953417,-0.300739,-0.8207739,0.3017629,-0.3805595,224.7367,-0.3252088,-0.8875567,0.3263161,0.003941201,0.002906442,0.002261162,0.005393822,-0.02193653,0.07377335,0.01250564,0.9969553,8.944326,-0.2813293,0.9461208,0.160381
Trial Load,1772888580453,17.73055,2,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.1201962,-0.07656985,0.03028276,0.1456953,0.07644337,0.1615694,0.09713525,0.9790897,23.47511,0.3757741,0.7942294,0.4774895,-0.3173412,0.2658314,-0.2720141,0.4953417,-0.300739,-0.8207739,0.3017629,-0.3805595,224.7367,-0.3252088,-0.8875567,0.3263161,0.2,0,0,0.2,-0.2179291,0.7268674,0.5269954,0.3826834,135,-0.2358847,0.7867556,0.5704157
Release,1772888580464,17.73055,2,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.102323,-0.2139908,0.1695219,0.2915471,0.6960687,0.6033845,-0.2902387,0.2591855,149.9565,0.7206966,0.6247331,-0.3005078,-0.2834634,0.07470371,-0.2479647,0.3839513,-0.344501,-0.3248505,0.6980618,0.5371228,115.024,-0.4084166,-0.3851203,0.8275738,0.2,0,0,0.2,-0.2179291,0.7268674,0.5269954,0.3826834,135,-0.2358847,0.7867556,0.5704157
