Event Name,Timestamp,Trial Duration,Block Num,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Grab,1772954211868,6.389624,1,1,-0.08303948,1.099538,0.2688548,1.134973,0.3449196,-0.6867726,0.06955663,-0.6360313,258.993,0.446982,-0.88999,0.09013858,0.1178303,-0.07401357,0.02637998,0.1416259,-0.4553823,-0.5248048,-0.70248,0.1540424,162.2775,-0.4608832,-0.5311444,-0.7109658,-0.2890366,0.09003253,-0.2118455,0.369495,0.8778506,0.03871973,-0.1549334,-0.4515252,233.6832,0.9838523,0.0433952,-0.1736419,-0.01696052,0.0004616976,0.03114522,0.03546684,-0.03516431,-0.3350911,-0.1728714,-0.925523,315.4947,-0.09285744,-0.8848662,-0.4564969
Release,1772954212493,7.015209,1,1,-0.114835,1.094015,0.2853728,1.136438,0.398699,-0.6448169,0.1695712,-0.6296792,258.0529,0.5132217,-0.8300349,0.2182791,0.1245998,-0.08935775,0.04009776,0.1584858,-0.3410785,-0.8433012,-0.3934737,0.1329926,164.7149,-0.3441354,-0.8508593,-0.3970002,-0.2925951,0.06306997,-0.1975007,0.3586031,0.867644,0.145678,-0.07027546,-0.4701418,236.087,0.9830647,0.1650572,-0.07962404,0.01483499,0.005985498,0.01462722,0.02167622,-0.1299268,-0.3999804,-0.1489838,-0.8949518,307.0045,-0.2912094,-0.8964895,-0.3339225
Grab,1772954213397,7.917701,1,1,-0.1116204,1.095574,0.2694105,1.133721,0.4727454,-0.5650476,0.1796443,-0.6518903,261.3686,0.623417,-0.7451375,0.2368998,0.1242026,-0.04810003,0.01506358,0.1340403,-0.2175325,-0.4078261,-0.8718735,0.1618463,161.3719,-0.2204387,-0.4132747,-0.8835219,-0.2928281,0.06387093,-0.2080434,0.3648422,0.8438682,0.2476888,-0.1110313,-0.4628269,235.1393,0.9519652,0.279417,-0.125254,0.01162035,0.004426122,0.03058952,0.03302033,-0.1417067,-0.4662306,-0.06333095,-0.8709406,301.1362,-0.2883803,-0.9488026,-0.1288817
On Target,1772954215189,9.722852,1,1,-0.101833,1.092322,0.2879191,1.134211,0.5058232,-0.7563708,-0.1727727,-0.3770883,224.3069,0.5461408,-0.8166589,-0.1865439,0.09161623,-0.0723697,0.03252098,0.1211962,-0.4337153,-0.4273296,-0.7837882,0.1222975,165.9506,-0.4369955,-0.4305616,-0.7897161,-0.2946739,0.0678437,-0.2114733,0.3689938,0.9987205,0.01580781,0.001268022,-0.04802169,185.505,0.999874,0.01582607,0.001269487,0.001832999,0.00767827,0.01208088,0.01443133,-0.0314646,-0.02694383,0.06466762,-0.9970466,351.191,-0.4097078,-0.3508419,0.8420521
Release,1772954215327,9.847807,1,1,-0.100943,1.093042,0.2879877,1.134843,0.500172,-0.7536247,-0.1801999,-0.3865303,225.4776,0.5423232,-0.8171353,-0.195386,0.09136765,-0.07201216,0.03193572,0.1206387,-0.4415068,-0.4224197,-0.7797534,0.1364472,164.3154,-0.4456751,-0.4264078,-0.7871151,-0.2961375,0.06914189,-0.2108234,0.3700331,0.9981681,-0.002076431,-0.001768208,-0.06044101,186.9303,0.9999964,-0.002080234,-0.001771446,0.0009429976,0.006957889,0.01201233,0.01391394,-0.01876983,-0.03116177,0.06249214,-0.9973822,351.7068,-0.2595785,-0.4309534,0.8642385
Off Target,1772954215356,9.890368,1,1,-0.09990016,1.093349,0.2888058,1.135253,0.5172661,-0.7338977,-0.1835267,-0.4001848,227.1795,0.5644332,-0.8008186,-0.2002617,0.09164726,-0.0724251,0.03083307,0.120811,-0.4432354,-0.4254707,-0.7792106,0.1238872,165.767,-0.4466765,-0.4287738,-0.78526,-0.2966096,0.06953318,-0.2105068,0.3703042,0.9981766,0.006657253,-0.01208863,-0.05876351,186.7377,0.9999044,0.006668776,-0.01210955,-9.984523E-05,0.006651402,0.01119417,0.01302154,-0.01302967,-0.05122699,0.08342434,-0.9951113,348.6645,-0.1319327,-0.5187021,0.8447185
Grab,1772954216673,11.19496,1,1,-0.1011487,1.080922,0.2828207,1.121878,0.5754707,-0.6010559,-0.06535652,-0.5507212,246.833,0.689443,-0.7200953,-0.07830042,0.1212436,-0.05604818,0.01527992,0.1344429,-0.3760245,-0.2916029,-0.8728728,0.1080116,167.5986,-0.3782374,-0.293319,-0.8780094,-0.2821825,0.07438115,-0.211455,0.3603786,0.9522251,0.2235891,-0.09444468,-0.1853527,201.3634,0.9690162,0.2275318,-0.09611008,0.001148649,0.01907837,0.01717928,0.02569886,-0.03815759,-0.2838738,0.1146844,-0.9512135,324.0583,-0.1236741,-0.920075,0.3717084
Release,1772954218188,12.70873,1,1,-0.0881713,1.107181,0.2892878,1.147742,0.3500697,-0.7081267,-0.4123467,-0.453848,233.9817,0.3928604,-0.7946845,-0.4627498,0.1436401,-0.07809514,0.02993632,0.1662153,-0.7840282,-0.156793,-0.6005772,0.004788603,179.4513,-0.7840373,-0.1567948,-0.6005841,-0.3115179,0.06778986,-0.2316949,0.3941084,0.9624381,-0.1222121,-0.2328291,0.06758632,172.2493,0.9646438,-0.1224922,-0.2333627,-0.01182871,-0.00718081,0.01071218,0.01749952,0.2604091,0.02784318,0.04000883,-0.9642672,329.2742,0.9829293,0.1050957,0.1510157
Grab,1772954219076,13.59749,1,1,-0.09014378,1.105935,0.2890878,1.146643,0.3096448,-0.7454035,-0.4199376,-0.4149052,229.0267,0.3403196,-0.8192465,-0.4615385,0.1246097,-0.06649208,0.0170438,0.1422648,-0.6231409,-0.1706143,-0.7430928,0.1743542,159.9178,-0.632834,-0.1732683,-0.7546518,-0.2936183,0.05385596,-0.2619825,0.3971737,0.9520077,-0.2379261,-0.1726476,0.0852373,170.2207,0.955485,-0.2387952,-0.1732783,-0.009856224,-0.005935431,0.01091218,0.01585718,0.2578883,0.08375698,0.001770193,-0.9625359,328.5341,0.9510754,0.3088903,0.006528358
On Target,1772954219397,13.93019,1,1,-0.09660777,1.095447,0.2898808,1.137263,0.4111251,-0.7709554,-0.2536867,-0.4150266,229.042,0.4518805,-0.8473813,-0.278835,0.1177576,-0.07055128,0.0139101,0.1379776,-0.6222062,-0.1924488,-0.7472189,0.1322389,164.802,-0.6277187,-0.1941538,-0.7538391,-0.2924703,0.05546124,-0.2463254,0.386382,0.9915507,-0.1124199,-0.06231366,0.01748803,177.9959,0.9917024,-0.1124371,-0.0623232,-0.003392227,0.004553199,0.0101192,0.01160332,0.0827724,0.001667435,0.007240523,-0.9965408,350.4659,0.9959972,0.02006418,0.08712494
Off Target,1772954219618,14.15389,1,1,-0.1017942,1.092528,0.28098,1.132665,0.4544842,-0.7789633,-0.153709,-0.4037746,227.6287,0.4967808,-0.8514577,-0.1680139,0.1157234,-0.07306316,0.0142538,0.1375984,-0.5693058,-0.2406375,-0.771655,0.1501111,162.7333,-0.5758305,-0.2433954,-0.7804987,-0.2784647,0.05111846,-0.2515714,0.3787398,0.9971098,-0.03627148,0.01572464,-0.06487915,187.4398,0.999215,-0.03634806,0.01575784,0.001794189,0.007471919,0.01902002,0.02051365,-0.01938224,-0.03827581,0.001872885,-0.9990775,355.0775,-0.4513399,-0.8913005,0.0436125
On Target,1772954219993,14.528,1,1,-0.1001274,1.094463,0.2810557,1.134401,0.4658965,-0.7927049,-0.1305818,-0.3708203,223.5324,0.5016628,-0.8535598,-0.1406063,0.1159711,-0.07269236,0.01529391,0.1377221,-0.5421265,-0.2489555,-0.7895016,0.144248,163.4125,-0.5478562,-0.2515866,-0.7978457,-0.2784791,0.0498443,-0.2560811,0.3815922,0.9955266,-0.02610746,0.0650482,-0.06335668,187.265,0.9975307,-0.02616001,0.06517915,0.0001274124,0.005537152,0.01894435,0.0197374,-0.05906633,-0.01919666,0.002131643,-0.9980672,352.8742,-0.9504792,-0.3089073,0.03430181
Trial End,1772954220980,15.51436,1,1,-0.09983891,1.096405,0.2893387,1.138327,0.4230806,-0.8203343,-0.1796431,-0.3402688,219.7865,0.4499287,-0.8723915,-0.191043,0.1139639,-0.07294959,0.01589527,0.1362427,-0.5529381,-0.2183845,-0.7871098,0.164396,161.0757,-0.5605648,-0.2213967,-0.7979665,-0.2857677,0.04883873,-0.2515377,0.3838224,0.9924154,-0.09724554,0.06760281,-0.03293869,183.7752,0.9929541,-0.09729833,0.06763951,-0.0001610965,0.003595114,0.01066127,0.01125227,-0.02237464,0.04502718,-0.01945033,-0.9985457,353.8193,-0.4150302,0.8352153,-0.3607869
Trial Load,1772954220984,15.51436,1,2,0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.1139639,-0.07294959,0.01589527,0.1362427,-0.5529381,-0.2183845,-0.7871098,0.164396,161.0757,-0.5605648,-0.2213967,-0.7979665,-0.2857677,0.04883873,-0.2515377,0.3838224,0.9924154,-0.09724554,0.06760281,-0.03293869,183.7752,0.9929541,-0.09729833,0.06763951,-0.2,0,0,0.2,-0.3712701,-0.6780792,-0.5058858,0.3826834,135,-0.4018599,-0.7339477,-0.5475669
Release,1772954220992,15.51436,1,2,0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.1139639,-0.07294959,0.01589527,0.1362427,-0.5529381,-0.2183845,-0.7871098,0.164396,161.0757,-0.5605648,-0.2213967,-0.7979665,-0.2857677,0.04883873,-0.2515377,0.3838224,0.9924154,-0.09724554,0.06760281,-0.03293869,183.7752,0.9929541,-0.09729833,0.06763951,-0.2,0,0,0.2,-0.3712701,-0.6780792,-0.5058858,0.3826834,135,-0.4018599,-0.7339477,-0.5475669
Trial Start,1772954222256,0,1,2,0.08854406,1.105077,0.3114332,1.151532,0.2830727,-0.04803384,0.1307354,0.9489315,36.77987,0.8972695,-0.1522553,0.4143985,0.1139639,-0.07294959,0.01589527,0.1362427,-0.5529381,-0.2183845,-0.7871098,0.164396,161.0757,-0.5605648,-0.2213967,-0.7979665,-0.2857677,0.04883873,-0.2515377,0.3838224,0.9924154,-0.09724554,0.06760281,-0.03293869,183.7752,0.9929541,-0.09729833,0.06763951,-0.1885441,-0.005076766,-0.01143318,0.1889586,-0.3476885,-0.5304047,-0.7398605,0.2244775,154.0557,-0.3567942,-0.5442955,-0.7592368
Grab,1772954222256,0,1,2,0.08854406,1.105077,0.3114332,1.151532,0.2830727,-0.04803384,0.1307354,0.9489315,36.77987,0.8972695,-0.1522553,0.4143985,0.1139639,-0.07294959,0.01589527,0.1362427,-0.5529381,-0.2183845,-0.7871098,0.164396,161.0757,-0.5605648,-0.2213967,-0.7979665,-0.2857677,0.04883873,-0.2515377,0.3838224,0.9924154,-0.09724554,0.06760281,-0.03293869,183.7752,0.9929541,-0.09729833,0.06763951,-0.1885441,-0.005076766,-0.01143318,0.1889586,-0.3476885,-0.5304047,-0.7398605,0.2244775,154.0557,-0.3567942,-0.5442955,-0.7592368
Release,1772954223187,0.9305736,1,2,0.005289178,1.093725,0.3160391,1.138483,0.4185856,-0.6976303,-0.04798225,0.5794788,109.1722,0.5136099,-0.8560014,-0.05887484,0.155832,-0.06824907,0.02482838,0.1719244,0.5483421,0.5187826,-0.585654,0.2952879,145.6504,0.5739349,0.5429957,-0.6129882,-0.3058792,0.1276488,-0.3024832,0.448723,0.4919426,-0.1420506,0.7936634,0.3285006,141.6444,0.5208477,-0.1503971,0.8402967,-0.1052892,0.006274819,-0.01603904,0.1066885,-0.05494341,0.1036099,-0.8176317,0.5636708,111.3799,-0.06651749,0.1254358,-0.9898695
Grab,1772954224687,2.430806,1,2,-0.01999751,1.094008,0.2941959,1.133051,0.2529098,-0.8082309,0.01097985,0.5316756,115.7625,0.2986131,-0.9542863,0.01296401,0.1324874,-0.06839549,0.01037253,0.1494605,-0.04560633,0.2547429,-0.6916656,0.6742588,95.20677,-0.06175575,0.3449485,-0.9365878,-0.2764494,0.08712669,-0.3185904,0.4307147,0.4646153,-0.286029,0.8238204,0.153753,162.3111,0.4702064,-0.289471,0.8337341,-0.08000249,0.005991697,0.005804121,0.08043623,0.1221381,0.07264541,-0.7447339,0.6520556,98.60647,0.1610957,0.09581664,-0.9822767
Release,1772954225269,3.013715,1,2,-0.02658107,1.048283,0.292946,1.08877,-0.1162043,-0.7432638,-0.3089583,0.5818937,108.8323,-0.1428862,-0.9139261,-0.3798988,0.1115535,-0.08190322,0.006971383,0.1385674,-0.01786399,0.4769681,-0.5512618,0.6843192,93.63583,-0.02449864,0.6541134,-0.7559997,-0.2519663,0.1123115,-0.2823153,0.3947186,0.2983625,-0.6833645,0.614303,0.2581176,150.0832,0.3088276,-0.7073335,0.6358497,-0.07341894,0.05171752,0.007054001,0.09008219,-0.005061869,-0.05421444,-0.3732945,0.9261137,44.32622,-0.013418,-0.1437116,-0.9895291
Grab,1772954226117,3.861538,1,2,-0.02691132,1.041415,0.2921554,1.081954,-0.1420961,-0.7168724,-0.4433606,0.5189742,117.4731,-0.1662352,-0.8386533,-0.5186779,0.1263946,-0.06829768,0.01012529,0.1440232,-0.4641877,0.5889517,-0.3190992,0.5795183,109.1667,-0.5695839,0.7226763,-0.3915523,-0.2443227,0.0942628,-0.2881044,0.3893369,0.3285032,-0.75331,0.4859718,0.2973904,145.3981,0.3440703,-0.789008,0.5090011,-0.07308868,0.05858493,0.007844657,0.09399834,-0.07627983,0.0151517,-0.2626758,0.961745,31.7985,-0.2784478,0.05530895,-0.9588577
Release,1772954227005,4.750051,1,2,-0.07739022,1.087892,0.268396,1.123181,-0.3307702,-0.4184084,-0.7707344,0.34856,139.2015,-0.3529019,-0.446404,-0.822304,0.09366533,-0.06605723,0.03093258,0.1187164,-0.6331545,0.725575,-0.195976,0.1850677,158.6698,-0.6442839,0.7383291,-0.1994208,-0.2258202,0.03973254,-0.3167308,0.3910139,0.181394,-0.8630539,0.04977441,0.4687822,124.0894,0.2053562,-0.9770638,0.05634964,-0.02260978,0.01210773,0.03160399,0.04070149,-0.3137818,0.0425854,0.1875616,0.9298109,43.18929,-0.8525806,0.1157093,0.509626
Grab,1772954228547,6.291161,1,2,-0.09509027,1.105131,0.2896324,1.146405,-0.3409104,-0.7654267,-0.5458013,0.00172337,179.8025,-0.340911,-0.7654279,-0.5458022,0.1185656,-0.07519219,0.005671732,0.1405128,-0.4462356,0.426944,-0.3936707,0.6808936,94.17297,-0.6092933,0.5829524,-0.5375208,-0.2427625,0.006104077,-0.3217751,0.4031254,0.5453428,-0.8348988,0.0423693,0.06123863,172.9782,0.5463682,-0.8364686,0.04244897,-0.004909731,-0.005131006,0.01036763,0.01256664,0.1469429,0.3219255,0.1549815,0.9223625,45.45211,0.3803603,0.8333012,0.4011682
On Target,1772954229159,6.915742,1,2,-0.1113952,1.101986,0.2845159,1.143561,-0.3719976,-0.6686281,-0.4926509,0.4145472,131.0184,-0.408776,-0.7347337,-0.5413581,0.1098856,-0.0814306,0.009079941,0.1370702,-0.4249325,0.5286132,-0.3670036,0.6366388,100.9167,-0.5510287,0.685476,-0.4759098,-0.2288397,-0.009526167,-0.3165191,0.3906952,0.2671717,-0.8851965,0.3260157,0.1968767,157.2913,0.272505,-0.9028671,0.3325237,0.01139525,-0.001985669,0.01548406,0.01932746,-0.007358584,-0.03050468,-0.01718204,0.9993599,4.100273,-0.205697,-0.852708,-0.4802955
Off Target,1772954229340,7.096611,1,2,-0.1086565,1.095838,0.3026951,1.142056,-0.4065129,-0.6129025,-0.515195,0.4400819,127.7818,-0.4527083,-0.6825516,-0.5737408,0.1100739,-0.08235901,0.01011837,0.1378465,-0.462662,0.5329517,-0.316955,0.6335978,101.3679,-0.5980151,0.6888683,-0.4096812,-0.243239,-0.005037709,-0.3052406,0.3903362,0.2109653,-0.9000707,0.3107561,0.2209004,154.4762,0.2163089,-0.9228689,0.3186274,0.008656517,0.004162073,-0.002695054,0.009976043,-0.04710788,-0.0782354,0.0226209,0.9955644,10.79703,-0.5007079,-0.8315611,0.2404367
Release,1772954229477,7.221379,1,2,-0.1079444,1.096798,0.3070307,1.144065,-0.4689202,-0.5922466,-0.4975395,0.4263946,129.5221,-0.5184089,-0.6547508,-0.5500486,0.1110237,-0.08509216,0.008585942,0.1401452,-0.4626699,0.5504402,-0.2394226,0.6524026,98.55402,-0.610485,0.7262964,-0.315914,-0.2488089,-0.007822404,-0.3037074,0.3926897,0.1581774,-0.9296664,0.2804295,0.1790523,159.3709,0.1607756,-0.9449369,0.2850358,0.007944383,0.003202081,-0.007030696,0.01108139,-0.01662162,-0.1149849,0.07277473,0.9905585,15.75906,-0.1212455,-0.8387511,0.5308515
Grab,1772954231046,8.790325,1,2,-0.1048289,1.102013,0.3035225,1.147845,-0.3615423,-0.6100878,-0.6270999,0.3222203,142.4055,-0.3819116,-0.6444603,-0.6624308,0.1178764,-0.07807928,0.009355982,0.1416995,-0.394817,0.6205264,-0.3273729,0.5932062,107.2303,-0.4904251,0.7707918,-0.4066488,-0.2407376,-0.02325207,-0.3161186,0.3980279,0.312099,-0.891941,0.1961652,0.2618295,149.6427,0.3233805,-0.9241819,0.203256,0.004828863,-0.002013206,-0.003522515,0.006307062,-0.09786316,0.06490397,0.09562097,0.988467,17.42042,-0.6462306,0.4285876,0.6314245
Release,1772954232310,10.05381,1,2,-0.1038216,1.098772,0.2938583,1.142117,-0.2778424,-0.5861455,-0.7029623,0.2916867,146.0821,-0.290474,-0.6127934,-0.7349211,0.1159804,-0.08904778,0.01277844,0.1467796,-0.5318623,0.6594353,-0.3584704,0.392131,133.8257,-0.5781681,0.716848,-0.3896801,-0.2299972,-0.01831608,-0.3203841,0.3948166,0.3620346,-0.8486292,0.1538077,0.3536984,138.5726,0.387054,-0.907276,0.164437,0.003821597,0.001228333,0.006141692,0.007337151,-0.1821103,0.1469538,0.09223267,0.96785,29.1359,-0.7240162,0.5842443,0.3666895
Grab,1772954233532,11.27577,1,2,-0.1090022,1.097349,0.2881705,1.13978,-0.1567117,-0.6736205,-0.6213999,0.3681566,136.7961,-0.16855,-0.7245071,-0.6683416,0.1245199,-0.06355688,0.01515158,0.1406209,-0.5248029,0.5532209,-0.2076974,0.6126911,104.4313,-0.6640363,0.6999938,-0.2628008,-0.2217713,-0.02481291,-0.3191518,0.3894304,0.4151069,-0.7747074,0.3192417,0.3544002,138.4866,0.44392,-0.828481,0.3414007,0.009002164,0.002650738,0.01182956,0.01509979,-0.1572979,0.1595731,-0.09227798,0.9701952,28.04762,-0.6491194,0.6585084,-0.3808025
On Target,1772954234297,12.05375,1,2,-0.09448387,1.093536,0.2877759,1.134709,-0.2985873,-0.67536,-0.5490579,0.3914971,133.9046,-0.3244882,-0.7339439,-0.5966858,0.1171011,-0.06932158,0.01839415,0.137319,-0.5772341,0.5819809,-0.24547,0.5175362,117.6658,-0.6746058,0.6801532,-0.2868775,-0.2273861,-0.01186955,-0.3223366,0.3946469,0.3457273,-0.8409764,0.3310358,0.2522833,150.7747,0.3572842,-0.8690884,0.3421016,-0.005516127,0.006463766,0.01222408,0.01488744,-0.06173648,0.04578073,-0.0362126,0.9963842,9.747664,-0.7266365,0.5388378,-0.4262211
Trial End,1772954235296,13.05388,1,2,-0.09882252,1.096144,0.2910573,1.138425,-0.375798,-0.6416992,-0.5354589,0.4003521,132.7996,-0.410098,-0.7002687,-0.5843316,0.1142014,-0.06990685,0.01709119,0.1349853,-0.5605988,0.6155818,-0.2115481,0.5118942,118.4198,-0.652581,0.7165855,-0.2462586,-0.2295045,-0.02343812,-0.3191855,0.3938287,0.2723284,-0.8824269,0.3203899,0.2109746,155.6411,0.2785993,-0.9027463,0.3277675,-0.001177482,0.003855944,0.008942723,0.00980954,-0.04328418,-0.01721378,0.01895585,0.9987347,5.765388,-0.860671,-0.3422822,0.3769218
