Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772940826416,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.1641276,-0.780609,-0.4661171,0.3826834,135,0.1776504,-0.8449251,-0.5045215
Trial Start,1772940829573,0,1,-0.1006252,1.100683,0.2995644,1.145149,0.04316921,-0.004090089,0.01089106,0.999,5.124932,0.9655725,-0.09148368,0.243602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2006252,-0.0006825924,0.0004356205,0.2006269,0.1578515,-0.7563538,-0.5028458,0.3875023,134.4017,0.1712299,-0.8204572,-0.5454636
Grab,1772940829575,0,1,-0.1006252,1.100683,0.2995644,1.145149,0.04316921,-0.004090089,0.01089106,0.999,5.124932,0.9655725,-0.09148368,0.243602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2006252,-0.0006825924,0.0004356205,0.2006269,0.1578515,-0.7563538,-0.5028458,0.3875023,134.4017,0.1712299,-0.8204572,-0.5454636
Release,1772940830199,0.6239378,1,-0.08219105,1.08481,0.2764827,1.122502,0.805618,-0.3447675,-0.3673551,0.3117134,143.675,0.8478618,-0.3628459,-0.3866179,0.1394278,-0.07707769,0.04027331,0.164326,0.286386,0.5766755,-0.7610981,0.07847527,170.9981,0.2872719,0.5784593,-0.7634525,-0.3950169,0.1948297,0.04538123,0.4427826,0.8680646,0.01049013,0.3679781,0.3330858,141.0876,0.9206361,0.01112543,0.3902635,0.182191,0.01518965,0.02351731,0.1843295,-0.3831945,0.2038298,-0.5770011,0.6918709,92.44324,-0.5307246,0.2823043,-0.7991468
Grab,1772940831101,1.527973,1,-0.07340705,1.089885,0.2688937,1.124963,0.7118444,0.1014328,-0.6124619,0.32845,141.6506,0.7536563,0.1073906,-0.6484362,0.1212547,-0.06928838,0.0366438,0.1443826,-0.1139249,0.8306032,-0.4914224,-0.2358465,207.2831,-0.117232,0.8547144,-0.5056877,-0.3890364,0.2165783,0.004230434,0.4452791,0.6339842,0.2213292,0.07283805,0.7374091,84.97765,0.9386152,0.3276784,0.1078369,0.173407,0.01011491,0.03110635,0.1764651,-0.7438762,-0.06392667,-0.4910372,0.4488254,126.6633,-0.8324305,-0.07153678,-0.5494924
Release,1772940831574,2.000474,1,-0.01423842,1.099728,0.2306893,1.123754,0.497858,0.1480566,-0.831731,0.1960616,157.3865,0.5077118,0.150987,-0.8481931,0.1425236,-0.09526716,0.02827406,0.1737476,-0.4371175,0.8084844,-0.2989574,-0.2567214,209.7512,-0.4522753,0.83652,-0.3093243,-0.3690776,0.2859755,-0.003470721,0.4669179,0.5752144,0.1558862,-0.2418812,0.7657164,80.05849,0.8943308,0.2423684,-0.3760716,0.1142384,0.000271678,0.06931068,0.1336206,-0.8766114,-0.1141561,-0.1860306,0.4288515,129.2106,-0.9703736,-0.1263663,-0.2059284
Grab,1772940833643,4.070076,1,0.01173151,1.092112,0.2411845,1.118488,0.6724746,0.05826232,-0.5108116,0.5324048,115.6638,0.7944273,0.06882814,-0.6034468,0.1156066,-0.05406751,0.03598501,0.1326013,0.3354058,0.7562236,-0.4553043,-0.3291307,218.4321,0.3551957,0.800843,-0.4821686,-0.3473618,0.3284981,-0.07909186,0.4845892,0.4379313,0.07785993,0.2244011,0.867063,59.76176,0.8790299,0.156283,0.4504251,0.08826849,0.007888436,0.05881548,0.1063617,-0.5958638,-0.2082824,-0.5871861,0.5067321,119.1072,-0.6911742,-0.2415979,-0.6811085
Release,1772940834463,4.88967,1,0.07355125,1.059063,0.2419922,1.088846,0.8325598,-0.21214,-0.2614157,0.4398896,127.8063,0.9270731,-0.2362224,-0.291092,0.1251027,-0.05765783,0.03189486,0.1413944,0.3599442,0.54353,-0.7125424,-0.2594201,210.0713,0.3727039,0.5627976,-0.7378013,-0.3350579,0.3818455,-0.06431285,0.5120605,0.6244441,0.09380778,0.4991018,0.5934369,107.1974,0.7758219,0.1165487,0.6200941,0.02644876,0.04093683,0.05800782,0.07576456,-0.3515902,0.08296554,-0.7200862,0.5924332,107.3403,-0.4364221,0.1029835,-0.893829
Grab,1772940837186,7.612382,1,0.08455927,1.024019,0.1749267,1.042288,0.2315582,-0.3502558,-0.4617265,0.7813516,77.231,0.3710327,-0.5612255,-0.7398383,0.1182745,-0.05180497,0.03318811,0.1333194,-0.03937136,0.610887,-0.7361904,0.2886014,146.4515,-0.0411211,0.6380358,-0.7689079,-0.2958693,0.349693,-0.1418081,0.4795137,0.284286,-0.5194337,0.4588464,0.6624424,97.02716,0.3794969,-0.6933985,0.6125199,0.01544073,0.07598066,0.1250733,0.1471557,-0.1575397,-0.4437418,-0.3107761,0.8256469,68.69175,-0.279233,-0.7865149,-0.5508384
Release,1772940837561,7.987099,1,0.09869295,1.049244,0.1742806,1.068188,0.2974397,-0.5646995,-0.6867128,0.3479506,139.276,0.3172646,-0.6023379,-0.7324836,0.1046419,-0.04467858,0.04702706,0.1231164,-0.1836364,0.6034687,-0.7487682,0.2035915,156.5059,-0.1875648,0.6163782,-0.7647859,-0.3103564,0.3564796,-0.1696378,0.502171,0.6849501,-0.4885112,0.1542862,0.5180694,117.5943,0.8007941,-0.571132,0.1803802,0.001307055,0.05075645,0.1257194,0.135585,-0.329555,-0.02957905,-0.03889345,0.9428712,38.92108,-0.9891865,-0.08878396,-0.1167419
