Event Name,Timestamp,Trial Duration,Block Num,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial End,1772953547442,8.072119,1,1,-0.09800273,1.09827,0.2941024,1.141182,-0.06746996,-0.6304924,-0.6603082,0.402393,132.5443,-0.07370005,-0.6887113,-0.7212802,0.1072639,-0.07540625,0.02875174,0.1342323,-0.2564459,0.6815424,-0.6446004,0.2328643,153.0685,-0.2636952,0.7008082,-0.6628219,-0.2884126,-0.01376507,-0.1458056,0.3234665,0.2882512,-0.6213908,0.2318188,0.6906841,92.63142,0.3986014,-0.8592758,0.3205653,-0.00199727,0.001730442,0.005897582,0.006462583,-0.005262693,0.0446004,-0.06979531,0.99655,9.521479,-0.06340984,0.5373874,-0.8409591
Trial Load,1772953547448,8.072119,1,2,0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.1072639,-0.07540625,0.02875174,0.1342323,-0.2564459,0.6815424,-0.6446004,0.2328643,153.0685,-0.2636952,0.7008082,-0.6628219,-0.2884126,-0.01376507,-0.1458056,0.3234665,0.2882512,-0.6213908,0.2318188,0.6906841,92.63142,0.3986014,-0.8592758,0.3205653,-0.2,0,0,0.2,-0.2328118,0.8924518,-0.05368257,0.3826834,135,-0.2519937,0.9659829,-0.05810559
Release,1772953547456,8.072119,1,2,0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.1473807,0.07418732,-0.09475954,0.190274,0.768777,0.5473315,-0.3126265,0.1080503,167.5941,0.7733043,0.5505548,-0.3144675,-0.3319717,0.1380085,-0.2653023,0.4468074,-0.3947121,0.009688706,0.7730601,0.4964741,120.466,-0.4547105,0.01116144,0.8905694,-0.2,0,0,0.2,-0.2328118,0.8924518,-0.05368257,0.3826834,135,-0.2519937,0.9659829,-0.05810559
Trial Start,1772953548748,0,1,2,0.0972143,1.099921,0.3075397,1.146236,0.2288017,0.007360892,0.08926211,0.9693441,28.44727,0.9311962,0.02995798,0.3632864,0.1473807,0.07418732,-0.09475954,0.190274,0.768777,0.5473315,-0.3126265,0.1080503,167.5941,0.7733043,0.5505548,-0.3144675,-0.3319717,0.1380085,-0.2653023,0.4468074,-0.3947121,0.009688706,0.7730601,0.4964741,120.466,-0.4547105,0.01116144,0.8905694,-0.1972143,7.891655E-05,-0.007539719,0.1973584,-0.3932906,0.8537774,0.1197122,0.3194616,142.7393,-0.415039,0.9009899,0.1263321
Grab,1772953548748,0,1,2,0.0972143,1.099921,0.3075397,1.146236,0.2288017,0.007360892,0.08926211,0.9693441,28.44727,0.9311962,0.02995798,0.3632864,0.1473807,0.07418732,-0.09475954,0.190274,0.768777,0.5473315,-0.3126265,0.1080503,167.5941,0.7733043,0.5505548,-0.3144675,-0.3319717,0.1380085,-0.2653023,0.4468074,-0.3947121,0.009688706,0.7730601,0.4964741,120.466,-0.4547105,0.01116144,0.8905694,-0.1972143,7.891655E-05,-0.007539719,0.1973584,-0.3932906,0.8537774,0.1197122,0.3194616,142.7393,-0.415039,0.9009899,0.1263321
Release,1772953549511,0.7680252,1,2,0.01682327,1.107702,0.2993436,1.14756,0.4019186,-0.7084747,-0.01721669,0.5798523,109.1197,0.4933202,-0.8695911,-0.02113198,0.13448,-0.07107516,0.02348609,0.1539095,0.5248829,0.417226,-0.6587493,0.3412765,140.0907,0.5584081,0.443875,-0.7008248,-0.3085163,0.02117753,-0.244032,0.393932,0.4690621,-0.005353923,0.7629747,0.4447713,127.1826,0.5237148,-0.005977736,0.8518727,-0.1168233,-0.00770247,0.0006563962,0.1170788,-0.2354062,0.8141961,0.1692123,-0.5030268,240.4009,-0.2723756,0.9420613,0.1957862
Grab,1772953549636,0.8933655,1,2,0.01379348,1.104908,0.2987731,1.144673,0.4014026,-0.701751,-0.02514037,0.5880387,107.9641,0.4962739,-0.8676094,-0.03108229,0.1346626,-0.07291574,0.02351083,0.1549306,0.5169493,0.4279026,-0.6545607,0.3481567,139.2508,0.55145,0.4564604,-0.6982455,-0.3032935,0.01540514,-0.24535,0.3904112,0.4558825,-0.01115506,0.7661873,0.4527732,126.1565,0.5112936,-0.01251093,0.859315,-0.1137935,-0.004907489,0.001226872,0.1139059,-0.2304041,0.820746,0.17291,-0.4933479,239.1217,-0.2648834,0.9435683,0.1987854
Release,1772953549705,0.9639639,1,2,0.01102195,1.101876,0.2992641,1.141846,0.4104198,-0.6846775,-0.06652517,0.5986208,106.4576,0.5123634,-0.8547437,-0.08304927,0.1354149,-0.07322693,0.02413435,0.1558264,0.4903164,0.4321675,-0.6685061,0.3548531,138.4311,0.5244462,0.4622498,-0.7150394,-0.3023076,0.008877811,-0.2412523,0.3868738,0.443664,0.001609251,0.757197,0.4793873,122.7092,0.5055405,0.001833688,0.8628011,-0.111022,-0.001876235,0.0007359087,0.1110402,-0.2003011,0.8337752,0.2002015,-0.4739387,236.5806,-0.2274707,0.9468716,0.2273576
Grab,1772953550775,2.033028,1,2,-0.00819635,1.09307,0.2828946,1.129114,0.4005636,-0.7138994,-0.01551672,0.5741565,109.9188,0.4892406,-0.871943,-0.01895183,0.1286604,-0.06650183,0.02173769,0.1464531,0.268945,0.1723461,-0.8789521,0.3541312,138.5196,0.2875815,0.1842888,-0.9398588,-0.2689513,-0.03300657,-0.2423162,0.3635126,0.4412815,0.02259634,0.804622,0.3966653,133.2602,0.4807181,0.02461574,0.8765298,-0.09180366,0.006929874,0.01710546,0.09364043,-0.2347876,0.8107203,0.1663953,-0.5098236,241.3042,-0.2729203,0.9423922,0.1934202
Release,1772953551081,2.338233,1,2,0.001267683,1.107403,0.2897216,1.144675,0.6682605,-0.7394381,-0.07372581,0.03498136,175.9906,0.6686698,-0.7398909,-0.07377096,0.1198665,-0.07655025,0.03501001,0.1464705,0.1480405,0.1146092,-0.9789948,0.08073371,170.7385,0.1485253,0.1149845,-0.9822011,-0.2831041,-0.03945719,-0.2533247,0.38194,0.8245704,0.2092488,0.3671915,0.3761237,135.8124,0.8899175,0.2258317,0.3962914,-0.1012677,-0.007402778,0.01027843,0.1020568,-0.1583846,0.3672281,0.4505762,-0.7981473,285.9071,-0.2628954,0.6095452,0.7478909
Grab,1772953552331,3.58785,1,2,-0.007991288,1.104615,0.3030353,1.145455,0.469292,-0.8075854,0.05073614,-0.3535488,221.4091,0.5016934,-0.8633436,0.05423912,0.1315453,-0.0564933,0.02048828,0.1446216,-0.2138246,-0.6455051,-0.6075156,0.4105209,131.5249,-0.234495,-0.707906,-0.6662441,-0.2859748,-0.0635689,-0.2366811,0.3766172,0.9683713,0.187435,0.1594088,0.04140009,175.2545,0.9692023,0.1875958,0.1595456,-0.09200871,-0.004614711,-0.003035277,0.09217435,-0.09920626,0.006905118,0.2303686,-0.9680086,330.9365,-0.3953751,0.02751955,0.9181075
On Target,1772953553456,4.726591,1,2,-0.08802471,1.105682,0.2850526,1.145223,0.1830424,-0.8933856,0.1163515,-0.3934714,226.3414,0.1991027,-0.971772,0.1265603,0.1288181,-0.05607443,0.02749064,0.1431579,-0.3754295,-0.6368319,-0.3915642,0.5478827,113.5562,-0.4487803,-0.7612551,-0.4680673,-0.2268877,-0.120895,-0.2086665,0.3311123,0.9601316,-0.04585122,0.1725529,-0.2151058,204.8435,0.9831464,-0.04695029,0.1766891,-0.01197529,-0.005682349,0.01494738,0.01997801,-0.03432139,-0.02653225,-0.06803743,-0.9967391,350.7435,-0.4253456,-0.3288146,-0.8431891
Trial End,1772953554456,5.726197,1,2,-0.09733994,1.101516,0.2898605,1.143167,0.2362119,-0.8779737,0.112658,-0.400842,227.2617,0.2578319,-0.9583327,0.1229693,0.1287442,-0.05630992,0.02680182,0.1430532,-0.3591555,-0.6455508,-0.4031704,0.5401158,114.617,-0.4267579,-0.7670603,-0.4790576,-0.2231653,-0.1309331,-0.1978561,0.3257196,0.9700506,0.01899054,0.1602737,-0.1815305,200.9178,0.9864401,0.0193114,0.1629817,-0.002660066,-0.001516104,0.0101395,0.01059169,-0.05048357,-0.03529382,-0.01518896,-0.9979855,352.7252,-0.795746,-0.556318,-0.2394155
Trial Load,1772953557041,0,2,1,0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-0.2,0,0,0.2,-0.05724636,-0.5173503,-0.7632987,0.3826833,135,-0.06196302,-0.559976,-0.8261886
On Target,1772953569637,12.59121,2,1,-0.09065782,1.099156,0.2879877,1.139869,-0.1327485,-0.5406542,-0.749084,0.3590878,137.9116,-0.1422351,-0.5792907,-0.8026154,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-0.009342179,0.0008436441,0.0120123,0.01524085,0.05538605,-0.03731925,0.05029773,0.9964988,9.591829,0.6624597,-0.4463669,0.6015995
Off Target,1772953572942,15.8958,2,1,-0.100492,1.096897,0.2939025,1.140026,-0.1295427,-0.4884389,-0.753192,0.4211271,130.1885,-0.1428252,-0.5385204,-0.8304197,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,0.0004919991,0.003103018,0.006097555,0.006859371,0.008626505,-0.08671506,0.00584582,0.9961787,10.02103,0.09877086,-0.9928612,0.06693286
On Target,1772953572957,15.9102,2,1,-0.1004718,1.096926,0.2939191,1.140057,-0.1279781,-0.4899901,-0.7533821,0.4194602,130.399,-0.1409801,-0.5397711,-0.8299227,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,0.000471808,0.003073573,0.006080925,0.006829869,0.009208878,-0.08405394,0.006292631,0.9963989,9.728029,0.1086068,-0.9913074,0.07421343
Off Target,1772953572971,15.92367,2,1,-0.1004247,1.096949,0.293896,1.140069,-0.1313025,-0.4892375,-0.7525114,0.4208716,130.2207,-0.1447466,-0.5393305,-0.8295609,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,0.0004247427,0.003051043,0.006104052,0.006837303,0.01027627,-0.08765954,0.00664512,0.9960754,10.15565,0.1161043,-0.9904028,0.07507849
On Target,1772953572985,15.93865,2,1,-0.1002296,1.096918,0.2938482,1.14001,-0.1286376,-0.4892111,-0.7526904,0.4214049,130.1534,-0.1418475,-0.5394485,-0.8299847,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,0.000229612,0.003082156,0.006151766,0.006884521,0.00911314,-0.08590117,0.004929349,0.9962498,9.927296,0.1053254,-0.9928055,0.05697111
Off Target,1772953572998,15.9529,2,1,-0.1001808,1.096967,0.2938428,1.140051,-0.1283986,-0.4864618,-0.7528148,0.4244276,129.7711,-0.1418045,-0.5372525,-0.8314151,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,0.0001807958,0.003032923,0.00615719,0.006866024,0.006685717,-0.0883275,0.002703507,0.9960655,10.16861,0.07544137,-0.996684,0.03050627
On Target,1772953573012,15.96529,2,1,-0.0999645,1.096916,0.2937337,1.139954,-0.1265735,-0.487087,-0.7526709,0.4245138,129.7602,-0.1397952,-0.5379671,-0.8312933,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-3.550202E-05,0.003084421,0.006266296,0.006984367,0.006534102,-0.08674803,0.001602644,0.9962076,9.983029,0.07509745,-0.9970086,0.01841944
Off Target,1772953573027,15.97964,2,1,-0.09988205,1.096901,0.293635,1.139908,-0.1257616,-0.4859977,-0.7526822,0.4259809,129.5745,-0.1390042,-0.537173,-0.8319393,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-0.0001179501,0.003098845,0.006365031,0.007080281,0.005302038,-0.08730348,0.0001294183,0.9961677,10.03549,0.06061939,-0.9981604,0.001479668
On Target,1772953573068,16.02137,2,1,-0.09964073,1.096869,0.2935034,1.139822,-0.1257479,-0.4870564,-0.7525938,0.4249307,129.7075,-0.1389132,-0.5380496,-0.8313879,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-0.0003592744,0.00313127,0.006496638,0.00722082,0.00621077,-0.08634958,0.000829533,0.9962452,9.933372,0.07173749,-0.9973809,0.00958152
Off Target,1772953573082,16.03477,2,1,-0.09956024,1.096868,0.2934303,1.139795,-0.1264593,-0.4866003,-0.7525186,0.4253752,129.6512,-0.1397314,-0.5376697,-0.8314965,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-0.0004397631,0.003132105,0.006569743,0.007291433,0.006148361,-0.08730142,0.0008556563,0.9961627,10.04204,0.07024991,-0.9974881,0.009776553
On Target,1772953573124,16.07677,2,1,-0.09894941,1.096842,0.2935109,1.139738,-0.1268947,-0.4889558,-0.7522195,0.4230671,129.9432,-0.1400452,-0.5396278,-0.8301744,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-0.001050591,0.003157973,0.006489068,0.007292774,0.008399784,-0.0855554,0.002593332,0.9962946,9.867675,0.09766573,-0.9947674,0.03015312
Off Target,1772953573136,16.09162,2,1,-0.09887082,1.096869,0.2935054,1.139755,-0.1285027,-0.4857585,-0.7521546,0.4263676,129.5255,-0.1420625,-0.5370167,-0.8315235,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-0.00112918,0.003130913,0.006494612,0.007297783,0.006419281,-0.08971751,0.001064165,0.995946,10.32176,0.07136302,-0.9973879,0.0118303
On Target,1772953575582,18.53591,2,1,-0.09194751,1.098478,0.2877455,1.139257,0.01828731,-0.4838535,-0.7883791,0.3794861,135.3963,0.01976585,-0.5229732,-0.8521199,0.02666483,0.04111744,-0.1115266,0.1218189,0.4426318,0.7878757,-0.3676049,0.2195352,154.6365,0.4537,0.8075769,-0.376797,-0.2979554,-0.01228121,-0.3370804,0.4500571,-0.4882478,-0.09561276,0.812371,0.30418,144.5823,-0.5125346,-0.1003688,0.8527805,-0.008052491,0.001521707,0.01225451,0.01474215,-0.06726588,0.04792593,-0.02512152,0.9962667,9.904851,-0.7791854,0.5551578,-0.2909992
