Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772867404756,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.3864051,0.2994768,0.7839376,0.3826834,135,0.4182419,0.3241514,0.8485279
Trial Start,1772867407944,0,1,-0.09839554,1.102926,0.300855,1.14745,-0.02791656,-0.05193231,-0.04314511,0.9973276,8.379496,-0.3821063,-0.7108205,-0.5905461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1983956,-0.002925992,-0.000854969,0.198419,0.3682649,0.3237635,0.81006,0.321498,142.4929,0.3889122,0.3419157,0.8554771
Grab_left,1772867407944,0,1,-0.09839554,1.102926,0.300855,1.14745,-0.02791656,-0.05193231,-0.04314511,0.9973276,8.379496,-0.3821063,-0.7108205,-0.5905461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1983956,-0.002925992,-0.000854969,0.198419,0.3682649,0.3237635,0.81006,0.321498,142.4929,0.3889122,0.3419157,0.8554771
Release_left,1772867411377,3.434056,1,0.08381991,1.024672,0.2016629,1.047686,-0.4589238,0.07900133,0.1342879,0.8747083,57.97906,-0.9469184,0.1630071,0.2770823,0.1288305,-0.2006937,0.09569572,0.2569688,0.520415,0.08573098,0.7380795,0.4207816,130.2321,0.5736738,0.09450461,0.8136138,-0.1195502,0.0602423,-0.05795308,0.1458765,-0.4627021,-0.1929096,0.8431836,0.1942528,157.5978,-0.471687,-0.1966556,0.8595568,0.01618009,0.07532775,0.09833714,0.124925,0.5353303,0.6433794,0.4663634,0.2863383,146.7223,0.5587249,0.671496,0.4867441
Grab_left,1772867412127,4.183955,1,0.08381991,1.024672,0.2016629,1.047686,-0.4589237,0.07900132,0.1342879,0.8747082,57.97906,-0.9469184,0.1630071,0.2770823,0.1288305,-0.2006937,0.09569572,0.2569688,0.520415,0.08573098,0.7380795,0.4207816,130.2321,0.5736738,0.09450461,0.8136138,-0.1195502,0.0602423,-0.05795308,0.1458765,-0.4627021,-0.1929096,0.8431836,0.1942528,157.5978,-0.471687,-0.1966556,0.8595568,0.01618009,0.07532775,0.09833714,0.124925,0.5353302,0.6433794,0.4663634,0.2863382,146.7223,0.5587249,0.671496,0.486744
Release_left,1772867414377,6.434328,1,0.07587691,1.085288,0.2316901,1.112335,0.2010374,0.2253002,0.7828963,0.5439644,114.0922,0.2395846,0.2684996,0.9330099,0.157438,-0.2481743,0.1378352,0.3246163,0.6394661,-0.1461928,0.5727955,-0.4915448,238.8843,0.7342991,-0.1678732,0.6577412,-0.1143377,0.09335739,-0.02556578,0.1498076,-0.2748431,0.1687825,0.9410477,-0.1019952,191.7082,-0.2762839,0.1696673,0.9459811,0.02412309,0.01471174,0.06830989,0.07392293,0.07541892,0.2216005,0.09998156,0.9670621,29.49275,0.2962942,0.8705896,0.3927921
Grab_left,1772867415376,7.434663,1,0.07587691,1.085288,0.2316901,1.112335,0.2010374,0.2253002,0.7828963,0.5439644,114.0922,0.2395846,0.2684996,0.9330099,0.157438,-0.2481743,0.1378352,0.3246163,0.6394661,-0.1461928,0.5727955,-0.4915448,238.8843,0.7342991,-0.1678732,0.6577412,-0.1143377,0.09335739,-0.02556578,0.1498076,-0.2748431,0.1687825,0.9410477,-0.1019952,191.7082,-0.2762839,0.1696673,0.9459811,0.02412309,0.01471174,0.06830989,0.07392293,0.07541892,0.2216005,0.09998156,0.9670621,29.49275,0.2962942,0.8705896,0.3927921
On Target,1772867419904,11.9754,1,0.1000599,1.097023,0.2872246,1.138407,0.3284843,0.3606621,0.7748476,0.402035,132.5891,0.3587544,0.3938975,0.8462505,0.2309054,-0.2346108,0.1229248,0.351383,0.4720526,-0.08497974,0.5036842,-0.7185034,271.8621,0.6787011,-0.122181,0.72418,-0.1182307,0.07507388,-0.01830124,0.1412428,-0.4213711,0.1424048,0.8824153,-0.153332,197.6402,-0.4264135,0.144109,0.8929749,-5.988777E-05,0.002977014,0.01277542,0.01311783,0.08033056,0.02427464,-0.02233928,0.9962223,9.963699,0.9250377,0.2795319,-0.2572455
Off Target,1772867420196,12.26646,1,0.09404545,1.098486,0.2983321,1.142155,0.4009008,0.3569517,0.7816443,0.3176417,142.9593,0.4227971,0.3764476,0.824336,0.2431301,-0.2350196,0.1148911,0.3571364,0.4400607,-0.08297303,0.4213904,-0.7886015,284.11,0.7156569,-0.1349364,0.6852939,-0.1185938,0.07409509,-0.01875675,0.14109,-0.4231042,0.1804482,0.8717693,-0.1686404,199.4176,-0.4292521,0.1830702,0.8844365,0.005954556,0.001514316,0.001667887,0.006366454,0.01506373,-0.05372298,-0.06797849,0.9961255,10.09062,0.1712888,-0.6108806,-0.772979
On Target,1772867420377,12.44729,1,0.0943786,1.098994,0.2996735,1.143022,0.4082866,0.3568449,0.7761911,0.3217003,142.4684,0.431209,0.3768792,0.8197688,0.2450767,-0.2351191,0.1120626,0.3576334,0.4348077,-0.08003167,0.4164098,-0.7944433,285.2054,0.7159233,-0.1317744,0.6856307,-0.1184859,0.07392698,-0.01900099,0.1409438,-0.4250454,0.1803475,0.8722097,-0.1614364,198.5806,-0.4306947,0.1827446,0.8838023,0.005621403,0.001006007,0.0003265142,0.005720038,0.01535496,-0.06036383,-0.06045685,0.9962255,9.959293,0.1768967,-0.695421,-0.6964925
