Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772951145589,0,1,0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2,0,0,0.2,-0.02028721,0.915216,0.1245855,0.3826833,135,-0.02195872,0.9906227,0.1348504
Trial Start,1772951148649,0,1,0.1140979,1.034214,0.2899786,1.080141,0.4342681,-0.01597696,0.06523334,0.8982764,52.13514,0.9882515,-0.0363583,0.1484496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2140979,0.06578588,0.01002145,0.2242011,-0.2461038,0.7728042,0.4840735,0.3284501,141.6505,-0.2605593,0.8181967,0.5125068
Grab_left,1772951148649,0,1,0.1140979,1.034214,0.2899786,1.080141,0.4342681,-0.01597696,0.06523334,0.8982764,52.13514,0.9882515,-0.0363583,0.1484496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2140979,0.06578588,0.01002145,0.2242011,-0.2461038,0.7728042,0.4840735,0.3284501,141.6505,-0.2605593,0.8181967,0.5125068
Release_left,1772951149177,0.5299924,1,0.08203886,1.048128,0.2971263,1.092514,0.7606371,0.1621615,0.02698294,0.6280182,102.1919,0.9774331,0.2083806,0.03467359,0.1531495,-0.1552751,0.1104755,0.2444789,0.2641976,0.7957718,0.1715529,-0.5172201,242.2919,0.3086953,0.9298,0.2004467,-0.1248918,0.1002917,0.0008832515,0.1601785,0.2237164,0.1693458,0.7933501,0.5402488,114.5988,0.2658526,0.2012414,0.9427749,-0.1820389,0.05187213,0.002873719,0.189307,-0.3083161,0.4174041,0.7673531,0.3766754,135.7442,-0.3328307,0.4505923,0.8283662
Grab_left,1772951150051,1.406193,1,0.07619129,1.049757,0.2964771,1.093478,0.7351981,-0.03159717,0.1258879,0.6653101,96.58775,0.9847717,-0.04232328,0.1686224,0.157994,-0.1560498,0.1245166,0.2545938,0.5576911,0.6910705,0.0972917,-0.4493736,233.407,0.6242736,0.7735771,0.1089073,-0.1161534,0.06190578,-0.01840158,0.1329005,0.3156728,0.7131921,0.4657379,0.4180862,130.5724,0.3475013,0.7851016,0.5126972,-0.1761913,0.05024314,0.003522873,0.1832489,-0.4139966,0.5268453,0.7069369,0.2264536,153.8233,-0.4250382,0.5408967,0.7257916
Release_left,1772951150386,1.738592,1,0.06249688,1.038063,0.2833032,1.077841,0.9891167,0.1251667,-0.0765855,0.01077013,178.7658,0.9891742,0.125174,-0.07658996,0.1453236,-0.1638254,0.113335,0.2465817,0.01687495,0.7125788,-0.3567416,-0.6038892,254.2979,0.02117127,0.8939998,-0.4475671,-0.1015777,0.05995943,-0.03123288,0.122019,0.4290169,0.787883,0.3179633,0.3067317,144.2753,0.4507446,0.8277856,0.3340666,-0.1624969,0.06193721,0.01669684,0.1747004,-0.2930507,-0.1597181,0.9384446,0.08906826,169.78,-0.2942201,-0.1603555,0.9421894
Grab_left,1772951151316,2.669235,1,0.05382638,1.040058,0.2904244,1.081187,0.9682728,0.1486288,-0.1102677,-0.1679236,199.3342,0.9822204,0.1507697,-0.1118561,0.1578671,-0.1641148,0.1272068,0.2608396,-0.153295,0.6653446,-0.466558,-0.5622642,248.425,-0.1853722,0.8045691,-0.5641861,-0.1153615,0.07915509,-0.01403088,0.1406082,0.4650868,0.7641804,-0.4373538,0.09189384,169.4549,0.467063,0.7674275,-0.4392123,-0.1538264,0.05994165,0.009575576,0.16537,-0.2476994,-0.3289599,0.9104708,0.03838459,175.6004,-0.2478821,-0.3292025,0.9111423
Release_left,1772951151815,3.169524,1,0.01432093,1.049657,0.2745417,1.085061,0.8011893,0.0463124,-0.3240738,-0.5009262,240.1226,0.9257061,0.05351004,-0.3744397,0.1618993,-0.2066689,0.1096353,0.2845054,-0.3978774,0.5082968,-0.6991796,-0.3073694,215.8015,-0.4181184,0.5341551,-0.7347485,-0.1012173,0.1022422,-0.03453884,0.1479572,0.5047687,0.4618414,-0.7290707,-0.01915934,182.1956,0.5048614,0.4619262,-0.7292045,-0.1143209,0.05034316,0.02545834,0.1274827,0.005927984,-0.5694207,0.7958103,-0.2059391,203.769,0.006057834,-0.5818937,0.8132423
Grab_left,1772951152677,4.030297,1,0.01400003,1.050559,0.2756999,1.086223,0.7594386,-0.006858769,-0.3359505,-0.5570847,247.7088,0.9144842,-0.008259043,-0.4045375,0.1641482,-0.2076812,0.1133873,0.2879806,-0.394832,0.4531446,-0.7584112,-0.2521513,209.2097,-0.4080159,0.4682755,-0.7837354,-0.1208375,0.0698743,-0.03744084,0.1445196,0.423899,0.2310366,-0.8728189,0.07154596,171.7944,0.4249881,0.2316302,-0.8750615,-0.114,0.04944074,0.02430007,0.1266131,0.02728995,-0.5950276,0.7540691,-0.2767257,212.1298,0.02839896,-0.6192083,0.784713
Release_left,1772951152996,4.350198,1,-0.007496097,1.051206,0.2643712,1.083966,0.4635801,-0.2756434,-0.1428236,-0.8298889,292.1747,0.830895,-0.4940478,-0.255989,0.16305,-0.2299471,0.1009617,0.2994232,-0.3303383,0.008239742,-0.9364752,-0.1175718,193.504,-0.3326454,0.008297289,-0.9430155,-0.1018964,0.09433623,-0.06054903,0.1514873,0.5573981,-0.2281418,-0.7577235,-0.2512249,209.1,0.5758668,-0.235701,-0.7828298,-0.09250391,0.04879367,0.0356288,0.1104862,-0.06419495,-0.7089014,0.369948,-0.5970564,253.3187,-0.08002371,-0.8836975,0.4611673
Grab,1772951153816,5.169678,1,-0.01452539,1.050738,0.2664334,1.084088,0.2900513,-0.2607027,-0.07225166,-0.9179782,313.2646,0.731288,-0.6572932,-0.1821635,0.1174663,-0.06790758,0.01702284,0.1367463,-0.542765,-0.7294848,-0.3483907,-0.2277765,206.3324,-0.5574175,-0.7491781,-0.3577959,-0.2830561,0.1029079,-0.3342318,0.449913,0.8056889,-0.1407702,-0.4873627,-0.3058213,215.6152,0.8462329,-0.1478541,-0.5118878,-0.08547461,0.04926229,0.03356665,0.1042085,-0.05872848,-0.7750522,0.1734534,-0.6047801,254.4261,-0.07374313,-0.9732037,0.2177989
Release,1772951154246,5.600327,1,-0.03576221,1.093797,0.2664081,1.126341,-0.3332157,0.464574,-0.1409856,-0.8082459,287.8498,-0.5658799,0.7889578,-0.2394274,0.0961232,-0.06180559,0.02628165,0.1172618,-0.7887146,-0.6081814,-0.03853175,-0.08099429,189.2914,-0.7913144,-0.6101862,-0.03865876,-0.06078242,-0.1729186,-0.5093278,0.5413041,0.1448127,0.02777972,-0.960308,-0.2367834,207.3935,0.1490513,0.02859282,-0.988416,-0.06423779,0.006202698,0.03359187,0.07275562,0.3308246,-0.8731303,-0.3422823,0.1050786,167.9366,0.3326663,-0.877991,-0.3441877
