Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772951109552,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,-0.5463466,0.1132508,-0.7363648,0.3826834,135,-0.5913613,0.1225818,-0.7970355
Trial Start,1772951113228,0,1,-0.1006496,1.097414,0.3003179,1.142208,0.0377364,-0.02425462,-0.002091372,0.9989911,5.147797,0.8403057,-0.5400965,-0.04657021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2006496,0.00258553,-0.0003179312,0.2006665,-0.5421394,0.1513488,-0.7437993,0.3604734,137.7415,-0.5812148,0.1622574,-0.7974095
Grab,1772951113229,0,1,-0.1006496,1.097414,0.3003179,1.142208,0.0377364,-0.02425462,-0.002091372,0.9989911,5.147797,0.8403057,-0.5400965,-0.04657021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2006496,0.00258553,-0.0003179312,0.2006665,-0.5421394,0.1513488,-0.7437993,0.3604734,137.7415,-0.5812148,0.1622574,-0.7974095
Release,1772951114556,1.340629,1,0.02321953,1.101599,0.1792583,1.11633,0.009922388,0.4505705,0.2859318,0.8456541,64.51584,0.0185906,0.8441896,0.5357223,0.1235987,-0.05112022,0.03642668,0.1386248,0.7486314,0.653133,0.01026308,0.1134165,166.9754,0.7534932,0.6573747,0.01032973,-0.3938469,0.06097019,-0.1613789,0.429972,-0.6602046,0.2068725,0.6624495,0.2872182,146.617,-0.6892459,0.2159725,0.6915895,0.07678048,-0.001598597,0.1207417,0.1430956,-0.8299837,-0.2255663,-0.4848399,0.1586741,161.7401,-0.8406336,-0.2284606,-0.4910611
Grab,1772951115164,1.965867,1,0.02390631,1.10701,0.1840148,1.122454,0.133734,0.3918007,0.3165096,0.8534806,62.81543,0.2566258,0.751837,0.6073588,0.1265723,-0.08273169,0.03003982,0.154167,0.8746579,0.4607687,0.1498936,-0.01406766,181.6121,0.8747443,0.4608143,0.1499084,-0.4014284,0.04059775,-0.1675017,0.4368636,-0.585987,0.2611454,0.7144315,0.2793026,147.5628,-0.610274,0.2719689,0.744042,0.0760937,-0.007009864,0.1159852,0.1388955,-0.8418273,-0.1277252,-0.5203916,0.06485302,172.5632,-0.8436031,-0.1279946,-0.5214894
Release,1772951115624,2.424871,1,0.01829938,1.106902,0.1851773,1.122433,0.4072546,-0.2003344,0.1892873,0.8707354,58.91158,0.8281711,-0.4073893,0.3849244,0.1388526,-0.08488802,0.02853867,0.1652286,0.8167699,0.5685719,0.07480331,-0.06338326,187.2681,0.8184155,0.5697175,0.07495402,-0.3973331,0.02048846,-0.1732317,0.4339385,0.03958938,0.1462324,0.9172666,0.3683353,136.774,0.04258329,0.157291,0.9866338,0.08170062,-0.006901503,0.1148227,0.1410917,-0.5054906,0.3717476,-0.7769461,-0.0513587,185.8879,-0.5061586,0.3722389,-0.7779729
Grab,1772951116540,3.342193,1,0.003201135,1.115205,0.1698961,1.128077,0.624959,-0.121545,-0.1021556,0.7643411,80.30318,0.9692112,-0.1884968,-0.158427,0.1280957,-0.06680162,0.02641301,0.1468626,0.5661128,0.4766761,-0.6539498,-0.1569903,198.0645,0.5732206,0.482661,-0.6621605,-0.3861209,-0.01918216,-0.1871145,0.4294987,0.1389779,0.2761821,0.7183863,0.623161,102.9053,0.1776998,0.3531319,0.9185427,0.09679887,-0.01520479,0.1301039,0.1628749,-0.5556859,0.6490856,-0.5193692,0.01251515,178.5658,-0.5557294,0.6491365,-0.5194098
Release,1772951117014,3.81348,1,0.02669702,1.103592,0.1568252,1.114998,0.7045626,-0.2804213,0.6436135,0.1035234,168.1158,0.7083687,-0.2819361,0.6470903,0.1197175,-0.08177974,0.04921759,0.1531097,0.7180709,-0.04140463,-0.4754238,-0.5065888,240.8737,0.8328473,-0.04802275,-0.5514156,-0.3724822,0.0002052453,-0.2018392,0.4236532,0.391094,0.643337,0.5946619,-0.2820289,212.7627,0.4076419,0.6705576,0.619823,0.07330298,-0.003591657,0.1431748,0.1608889,-0.1925815,0.2862157,-0.3959461,-0.851011,296.6436,-0.3667186,0.5450192,-0.7539707
Grab,1772951117694,4.494273,1,0.02498123,1.101596,0.1613174,1.113625,0.5820533,-0.4148091,0.6993905,-0.0005414793,180.0621,0.5820534,-0.4148092,0.6993907,0.1299138,-0.07301258,0.01559747,0.149839,0.5336555,-0.6440014,-0.5328803,-0.1285019,194.7661,0.5381168,-0.6493853,-0.5373352,-0.3663305,-0.02275614,-0.2096962,0.4227155,0.4294973,0.5820733,0.5633019,-0.3992665,227.0647,0.4684565,0.6348726,0.6143984,0.07501877,-0.001595736,0.1386826,0.1576808,0.003797937,0.2051731,-0.427958,-0.8801941,303.3316,0.008002161,0.4322948,-0.9016969
Release,1772951118207,5.007843,1,0.05251676,1.056698,0.1963706,1.076072,0.02514972,-0.6862843,0.7008203,-0.1929568,202.2508,0.02563141,-0.6994284,0.7142428,0.1293079,-0.08349619,0.03203684,0.1572212,0.446673,-0.8016573,-0.3484767,0.1907697,158.0046,0.4550296,-0.8166551,-0.3549963,-0.3771962,0.01728323,-0.1762345,0.4166945,0.5051288,0.01496731,0.3823763,-0.7735692,281.351,0.7970954,0.02361849,0.6033913,0.04748324,0.04330218,0.1036294,0.1219377,0.521784,-0.1235943,-0.4982066,-0.6813635,265.9006,0.712873,-0.1688573,-0.680661
Grab,1772951118222,5.023264,1,0.05283812,1.056912,0.1962453,1.076274,0.03865751,-0.6823768,0.7034267,-0.1950855,202.4994,0.03941482,-0.6957446,0.717207,0.1296118,-0.08374888,0.03183715,0.1575649,0.4465337,-0.8024204,-0.3508651,0.1833655,158.8683,0.4542354,-0.8162603,-0.3569167,-0.3772049,0.01699761,-0.1764997,0.4168029,0.5048764,0.02415484,0.3825618,-0.7734098,281.3222,0.7964529,0.03810475,0.6034991,0.04716188,0.0430882,0.1037547,0.1218437,0.5146053,-0.1168081,-0.4939719,-0.6910348,267.4241,0.7119396,-0.1616001,-0.683394
Release,1772951118695,5.494453,1,0.04419121,1.072997,0.1863408,1.089953,0.5650857,-0.4065678,0.6833389,-0.2200656,205.4258,0.5792869,-0.4167853,0.7005119,0.1338912,-0.09058703,0.03138568,0.1646752,0.3976519,-0.8016393,-0.4180206,-0.1565448,198.0128,0.4026159,-0.8116463,-0.4232388,-0.3714796,-0.01197986,-0.1973751,0.4208296,0.5144832,0.5787991,0.3663734,-0.5158188,242.1044,0.6005423,0.6756166,0.4276578,0.05580879,0.02700317,0.1136592,0.129469,0.1259767,0.1734335,-0.2575844,-0.942179,320.8415,0.3759259,0.5175413,-0.7686552
Grab,1772951119306,6.105183,1,0.03640318,1.07292,0.1915439,1.090491,0.4750258,-0.3355531,0.7203691,-0.3779193,224.4097,0.5130764,-0.3624315,0.7780721,0.1295495,-0.07456068,0.01832686,0.1505929,0.2765942,-0.9308895,-0.2026409,-0.1260048,194.4776,0.2788164,-0.9383685,-0.2042689,-0.3774746,-0.02316043,-0.1858851,0.4213986,0.4611042,0.59628,0.1947773,-0.6276105,257.7481,0.5922774,0.7659074,0.2501869,0.06359681,0.02708042,0.1084561,0.1286104,0.1901975,0.04183201,-0.1269181,-0.9726083,333.1172,0.8182284,0.1799611,-0.5460008
Release,1772951119639,6.438436,1,0.0368813,1.064376,0.2062596,1.084804,0.2435907,-0.3604501,0.8693697,-0.2343835,207.1106,0.2505705,-0.3707784,0.8942807,0.1210123,-0.09957848,0.05256602,0.1652968,0.3256239,-0.9273102,-0.03036994,0.1820514,159.0215,0.3311578,-0.9430698,-0.03088608,-0.3853772,-0.02192873,-0.1732299,0.4230898,0.321281,0.4106952,0.3188567,-0.7914786,284.6478,0.5256588,0.6719524,0.5216923,0.0631187,0.03562438,0.09374039,0.1184919,0.2018024,-0.1842115,-0.3294455,-0.9037741,309.3174,0.4714903,-0.4303908,-0.7697149
Grab,1772951120306,7.105855,1,0.0339199,1.064185,0.2048588,1.084254,0.1775617,-0.3098039,0.8839917,-0.3017484,215.1253,0.186243,-0.3249506,0.9272113,0.1295729,-0.06533871,0.02709311,0.1476222,0.4962609,-0.8607484,-0.1110749,0.02235521,177.4381,0.4963849,-0.8609636,-0.1111026,-0.3762264,-0.0389636,-0.1877773,0.4222852,0.2789629,0.4149354,0.2418272,-0.8315816,292.5231,0.5022714,0.7470894,0.4354089,0.06608009,0.03581524,0.0951412,0.1212483,0.2249252,-0.2678321,-0.2652433,-0.8985102,307.9259,0.5124133,-0.6101617,-0.6042641
Release,1772951120624,7.424643,1,0.02707077,1.060764,0.2045065,1.080637,0.001642418,-0.4819356,0.8381852,-0.2553056,209.5834,0.001698712,-0.4984542,0.8669143,0.1142017,-0.08296999,0.03794412,0.1461704,0.3832854,-0.8574697,-0.09339842,0.3303254,141.4229,0.4060799,-0.9084645,-0.09895294,-0.3727791,-0.04244022,-0.1823445,0.417151,0.3415211,0.1803002,0.2819878,-0.8782585,302.866,0.7142012,0.3770503,0.5897031,0.07292923,0.03923631,0.0954935,0.1264008,0.3988121,-0.301215,-0.3958794,-0.7703882,280.7775,0.6255139,-0.4724384,-0.6209142
Grab,1772951121319,8.118693,1,0.03108786,1.063706,0.2110348,1.084883,-0.1556917,-0.5059183,0.7633922,-0.3701881,223.4544,-0.1675985,-0.544609,0.8217735,0.1221438,-0.06016423,0.01531228,0.1370157,0.246553,-0.9169528,0.01302981,0.3134319,143.4677,0.2596359,-0.9656092,0.01372121,-0.3800881,-0.04526031,-0.1792645,0.4226715,0.3614941,0.04802702,0.1261699,-0.9225489,314.6032,0.9368042,0.124461,0.3269665,0.06891214,0.03629422,0.08896525,0.1182412,0.5479172,-0.3800402,-0.313583,-0.676034,265.069,0.7435734,-0.515749,-0.4255606
