Event Name,Timestamp,Trial Duration,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Trial Load,1772941481071,0,1,-0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0.2,0.7434396,0.2897126,0.4657441,0.3826834,135,0.8046933,0.3135827,0.5041178
Trial Start,1772941484311,0,1,-0.1003307,1.107391,0.2995298,1.151564,-0.02030966,0.01649499,0.02147312,0.999427,3.87934,-0.6000479,0.4873436,0.6344223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2003307,-0.007391453,0.0004702508,0.2004676,0.7522472,0.3086573,0.4391128,0.3821449,135.0668,0.8140302,0.3340077,0.4751776
Grab,1772941484311,0,1,-0.1003307,1.107391,0.2995298,1.151564,-0.02030966,0.01649499,0.02147312,0.999427,3.87934,-0.6000479,0.4873436,0.6344223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2003307,-0.007391453,0.0004702508,0.2004676,0.7522472,0.3086573,0.4391128,0.3821449,135.0668,0.8140302,0.3340077,0.4751776
Release,1772941485116,0.8051985,1,0.02190951,1.079427,0.2855705,1.116778,0.7338562,0.019239,-0.1982282,0.6494541,98.9991,0.9650912,0.02530112,-0.260689,0.150696,-0.06626023,0.04442074,0.1705078,0.4466312,0.7728311,-0.4141922,-0.1780383,200.511,0.4538826,0.7853786,-0.4209169,-0.2327679,0.2785545,-0.1832214,0.4066246,0.2462851,0.2205202,0.5428953,0.7719971,78.93289,0.3874683,0.3469337,0.8541108,0.0780905,0.0205735,0.01442951,0.08203417,0.268385,-0.3083672,0.5766424,0.7073633,89.95843,0.3796914,-0.4362553,0.8157914
Grab,1772941486852,2.54229,1,0.002334798,1.067123,0.2771147,1.10252,0.5375339,-0.1415765,-0.7013155,0.4462846,126.9889,0.6006697,-0.1582053,-0.7836881,0.1288506,-0.06652814,0.02963835,0.1480098,-0.1261073,0.8153208,-0.56363,0.04086807,175.3156,-0.1262128,0.8160025,-0.5641013,-0.2206008,0.1196051,-0.3023175,0.3928943,0.2897133,-0.08928058,0.2204112,0.9270999,44.0257,0.7729509,-0.2381993,0.588054,0.09766521,0.03287673,0.02288535,0.1055609,0.2633219,-0.5882657,0.7372202,0.2027597,156.6032,0.2689075,-0.600744,0.7528582
Release,1772941487310,3.00077,1,0.04005708,1.051597,0.2633577,1.084813,0.8160203,-0.123842,-0.5474499,0.1381045,164.1236,0.8239152,-0.1250402,-0.5527465,0.1450188,-0.05655939,0.0362279,0.1598182,-0.1664986,0.5959678,-0.762704,-0.188104,201.6843,-0.1695248,0.6067998,-0.7765664,-0.2143898,0.1323673,-0.3203294,0.4075476,0.4718851,0.254979,0.1165964,0.835892,66.58233,0.8597019,0.4645324,0.2124206,0.05994292,0.04840291,0.03664228,0.08531502,-0.1086806,-0.6996496,0.6023018,0.368662,136.7338,-0.1169157,-0.7526646,0.6479403
Grab,1772941488061,3.751457,1,0.02525556,1.039966,0.2057,1.060415,0.7914298,0.2668477,-0.5192162,-0.181234,200.8833,0.8047566,0.2713411,-0.5279593,0.1189708,-0.07583025,0.01161017,0.1415595,-0.3641599,0.05564724,-0.5626035,-0.7401138,275.4822,-0.5415164,0.08274908,-0.8366079,-0.1322161,0.1001774,-0.3357327,0.374477,0.3228588,0.4638444,-0.2127777,0.7970797,74.29572,0.534646,0.7681146,-0.3523546,0.07474444,0.06003392,0.09430006,0.1344742,-0.1628974,-0.9092336,0.1451889,0.3545122,138.4729,-0.1742122,-0.9723889,0.1552737
Release,1772941488394,4.083237,1,0.02716144,1.033737,0.2298128,1.059322,0.394435,0.6585243,0.04088407,-0.6396056,259.5248,0.5131174,0.8566692,0.05318577,0.09322164,-0.06236633,0.04772834,0.1218927,-0.4025934,-0.2419094,-0.1516055,-0.8697207,300.8524,-0.8157191,-0.4901474,-0.3071772,-0.1473525,0.08667851,-0.3301217,0.3717611,-0.01217106,0.7020266,-0.6962269,0.1492611,162.8318,-0.01230894,0.7099798,-0.7041144,0.07283856,0.06626344,0.0701872,0.1209237,-0.3315927,-0.5906191,-0.6888385,0.2582965,150.062,-0.3432404,-0.6113654,-0.7130349
Grab,1772941489324,5.014493,1,0.02295122,1.006161,0.2289563,1.032137,0.2871686,0.4703867,0.4559969,-0.6988115,268.6635,0.4014627,0.6576022,0.6374852,0.1055159,-0.07310629,0.03128474,0.1321244,0.1100741,-0.6213055,0.0371681,-0.7749077,281.5933,0.1741474,-0.9829624,0.05880335,-0.1280711,0.06078274,-0.3164473,0.3467501,-0.01814728,0.7701723,-0.5923415,-0.2358752,207.2864,-0.0186742,0.7925348,-0.6095406,0.07704879,0.09383905,0.07104376,0.1406752,-0.542447,-0.1772046,-0.7664775,0.2947238,145.7181,-0.567661,-0.1854415,-0.8021049
Release,1772941489962,5.653228,1,0.01061879,1.006997,0.1931429,1.025407,0.5198256,-0.1394423,0.6518085,-0.534306,244.5937,0.6149663,-0.1649636,0.7711053,0.1595764,-0.07127177,0.01663564,0.1755592,0.2891707,-0.6659004,-0.5841364,-0.3629622,222.5645,0.3103343,-0.7146358,-0.6268877,-0.09012689,0.04034506,-0.3272869,0.3418586,0.3319391,0.8540493,-0.06644941,-0.3949695,226.5281,0.3613162,0.9296338,-0.07233027,0.08938122,0.09300292,0.1068571,0.1675022,-0.8499345,0.1410416,-0.2440192,0.4451666,127.132,-0.9491726,0.1575096,-0.2725109
